Running on host: n-62-20-13
Tue Dec  2 18:38:45 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           On  |   00000000:58:00.0 Off |                    0 |
| N/A   36C    P0             25W /  250W |       0MiB /  32768MiB |      0%   E. Process |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
torch version: 2.8.0+cu128
cuda available: True device count: 1
current device: 0 name: Tesla V100-PCIE-32GB
Loading AnnData files...
Data loaded.
Filtered zero-expression features: genes kept 45244/45263, isoforms kept 161990/162009
Applying PCA with 100 components...
PCA complete: (19882, 100)
Explained variance: 0.6044 (60.44%)
Using PCA-transformed inputs: 100 components (explained variance 0.6044, 60.44%)
Using whole dataset: train 9941, val 6958, test 2983
Epoch 001 | train 8.0165 | val 3.4442 | lr 2.00e-04
Epoch 048 | train 0.7799 | val 0.6965 | lr 2.00e-04
Epoch 049 | train 0.7799 | val 0.6950 | lr 2.00e-04
Epoch 050 | train 0.7758 | val 0.6970 | lr 2.00e-04
Epoch 051 | train 0.7750 | val 0.6942 | lr 2.00e-04
Epoch 052 | train 0.7739 | val 0.6927 | lr 2.00e-04
Epoch 053 | train 0.7717 | val 0.6898 | lr 2.00e-04
Epoch 054 | train 0.7706 | val 0.6871 | lr 2.00e-04
Epoch 055 | train 0.7693 | val 0.6842 | lr 2.00e-04
Epoch 056 | train 0.7705 | val 0.6866 | lr 2.00e-04
Epoch 057 | train 0.7685 | val 0.6870 | lr 2.00e-04
Epoch 058 | train 0.7673 | val 0.6841 | lr 2.00e-04
Epoch 059 | train 0.7674 | val 0.6848 | lr 2.00e-04
Epoch 060 | train 0.7648 | val 0.6811 | lr 2.00e-04
Epoch 061 | train 0.7654 | val 0.6816 | lr 2.00e-04
Epoch 062 | train 0.7648 | val 0.6814 | lr 2.00e-04
Epoch 063 | train 0.7665 | val 0.6781 | lr 2.00e-04
Epoch 064 | train 0.7617 | val 0.6884 | lr 2.00e-04
Epoch 065 | train 0.7623 | val 0.6770 | lr 2.00e-04
Epoch 066 | train 0.7618 | val 0.6798 | lr 2.00e-04
Epoch 067 | train 0.7599 | val 0.6807 | lr 2.00e-04
Epoch 068 | train 0.7603 | val 0.6728 | lr 2.00e-04
Epoch 069 | train 0.7607 | val 0.6748 | lr 2.00e-04
Epoch 070 | train 0.7576 | val 0.6754 | lr 2.00e-04
Epoch 071 | train 0.7578 | val 0.6743 | lr 2.00e-04
Epoch 072 | train 0.7570 | val 0.6708 | lr 2.00e-04
Epoch 073 | train 0.7586 | val 0.6763 | lr 2.00e-04
Epoch 074 | train 0.7557 | val 0.6734 | lr 2.00e-04
Epoch 075 | train 0.7565 | val 0.6676 | lr 2.00e-04
Epoch 076 | train 0.7529 | val 0.6711 | lr 2.00e-04
Epoch 077 | train 0.7554 | val 0.6720 | lr 2.00e-04
Epoch 078 | train 0.7557 | val 0.6661 | lr 2.00e-04
Epoch 079 | train 0.7538 | val 0.6661 | lr 2.00e-04
Epoch 080 | train 0.7544 | val 0.6720 | lr 2.00e-04
Epoch 081 | train 0.7540 | val 0.6722 | lr 2.00e-04
Epoch 082 | train 0.7511 | val 0.6687 | lr 2.00e-04
Epoch 083 | train 0.7513 | val 0.6646 | lr 2.00e-04
Epoch 084 | train 0.7499 | val 0.6656 | lr 2.00e-04
Epoch 085 | train 0.7519 | val 0.6653 | lr 2.00e-04
Epoch 086 | train 0.7499 | val 0.6669 | lr 2.00e-04
Epoch 087 | train 0.7508 | val 0.6636 | lr 2.00e-04
Epoch 088 | train 0.7493 | val 0.6639 | lr 2.00e-04
Epoch 089 | train 0.7512 | val 0.6589 | lr 2.00e-04
Epoch 090 | train 0.7469 | val 0.6610 | lr 2.00e-04
Epoch 091 | train 0.7489 | val 0.6662 | lr 2.00e-04
Epoch 092 | train 0.7470 | val 0.6619 | lr 2.00e-04
Epoch 093 | train 0.7471 | val 0.6628 | lr 2.00e-04
Epoch 094 | train 0.7461 | val 0.6659 | lr 2.00e-04
Epoch 095 | train 0.7466 | val 0.6577 | lr 2.00e-04
Epoch 096 | train 0.7462 | val 0.6604 | lr 2.00e-04
Epoch 097 | train 0.7450 | val 0.6624 | lr 2.00e-04
Epoch 098 | train 0.7448 | val 0.6587 | lr 2.00e-04
Epoch 099 | train 0.7445 | val 0.6619 | lr 2.00e-04
Epoch 100 | train 0.7455 | val 0.6603 | lr 2.00e-04
Epoch 101 | train 0.7432 | val 0.6532 | lr 2.00e-04
Epoch 102 | train 0.7460 | val 0.6621 | lr 2.00e-04
Epoch 103 | train 0.7439 | val 0.6591 | lr 2.00e-04
Epoch 104 | train 0.7439 | val 0.6674 | lr 2.00e-04
Epoch 105 | train 0.7442 | val 0.6628 | lr 2.00e-04
Epoch 106 | train 0.7448 | val 0.6609 | lr 2.00e-04
Epoch 107 | train 0.7419 | val 0.6517 | lr 2.00e-04
Epoch 108 | train 0.7418 | val 0.6556 | lr 2.00e-04
Epoch 109 | train 0.7410 | val 0.6620 | lr 2.00e-04
Epoch 110 | train 0.7406 | val 0.6529 | lr 2.00e-04
Epoch 111 | train 0.7406 | val 0.6555 | lr 2.00e-04
Epoch 112 | train 0.7405 | val 0.6586 | lr 2.00e-04
Epoch 113 | train 0.7407 | val 0.6586 | lr 2.00e-04
Epoch 114 | train 0.7401 | val 0.6511 | lr 2.00e-04
Epoch 115 | train 0.7419 | val 0.6497 | lr 2.00e-04
Epoch 116 | train 0.7407 | val 0.6498 | lr 2.00e-04
Epoch 117 | train 0.7394 | val 0.6584 | lr 2.00e-04
Epoch 118 | train 0.7385 | val 0.6501 | lr 2.00e-04
Epoch 119 | train 0.7401 | val 0.6551 | lr 2.00e-04
Epoch 120 | train 0.7381 | val 0.6498 | lr 2.00e-04
Epoch 121 | train 0.7373 | val 0.6515 | lr 2.00e-04
Epoch 122 | train 0.7392 | val 0.6503 | lr 2.00e-04
Epoch 123 | train 0.7371 | val 0.6483 | lr 2.00e-04
Epoch 124 | train 0.7374 | val 0.6474 | lr 2.00e-04
Epoch 125 | train 0.7373 | val 0.6526 | lr 2.00e-04
Epoch 126 | train 0.7392 | val 0.6543 | lr 2.00e-04
Epoch 127 | train 0.7374 | val 0.6532 | lr 2.00e-04
Epoch 128 | train 0.7344 | val 0.6498 | lr 2.00e-04
Epoch 129 | train 0.7333 | val 0.6458 | lr 2.00e-04
Epoch 130 | train 0.7375 | val 0.6484 | lr 2.00e-04
Epoch 131 | train 0.7373 | val 0.6500 | lr 2.00e-04
Epoch 132 | train 0.7362 | val 0.6485 | lr 2.00e-04
Epoch 133 | train 0.7370 | val 0.6473 | lr 2.00e-04
Epoch 134 | train 0.7355 | val 0.6455 | lr 2.00e-04
Epoch 135 | train 0.7356 | val 0.6499 | lr 2.00e-04
Epoch 136 | train 0.7341 | val 0.6503 | lr 2.00e-04
Epoch 137 | train 0.7347 | val 0.6436 | lr 2.00e-04
Epoch 138 | train 0.7362 | val 0.6450 | lr 2.00e-04
Epoch 139 | train 0.7344 | val 0.6474 | lr 2.00e-04
Epoch 140 | train 0.7330 | val 0.6413 | lr 2.00e-04
Epoch 141 | train 0.7330 | val 0.6467 | lr 2.00e-04
Epoch 142 | train 0.7342 | val 0.6427 | lr 2.00e-04
Epoch 143 | train 0.7342 | val 0.6449 | lr 2.00e-04
Epoch 144 | train 0.7351 | val 0.6435 | lr 2.00e-04
Epoch 145 | train 0.7349 | val 0.6429 | lr 2.00e-04
Epoch 146 | train 0.7322 | val 0.6499 | lr 2.00e-04
Epoch 147 | train 0.7336 | val 0.6434 | lr 2.00e-04
Epoch 148 | train 0.7341 | val 0.6428 | lr 2.00e-04
Epoch 149 | train 0.7321 | val 0.6406 | lr 2.00e-04
Epoch 150 | train 0.7314 | val 0.6527 | lr 2.00e-04
Epoch 151 | train 0.7320 | val 0.6446 | lr 2.00e-04
Epoch 152 | train 0.7323 | val 0.6453 | lr 2.00e-04
Epoch 153 | train 0.7337 | val 0.6404 | lr 2.00e-04
Epoch 154 | train 0.7326 | val 0.6426 | lr 2.00e-04
Epoch 155 | train 0.7320 | val 0.6400 | lr 2.00e-04
Epoch 156 | train 0.7334 | val 0.6422 | lr 2.00e-04
Epoch 157 | train 0.7316 | val 0.6472 | lr 2.00e-04
Epoch 158 | train 0.7319 | val 0.6454 | lr 2.00e-04
Epoch 159 | train 0.7300 | val 0.6442 | lr 2.00e-04
Epoch 160 | train 0.7311 | val 0.6431 | lr 2.00e-04
Epoch 161 | train 0.7332 | val 0.6383 | lr 2.00e-04
Epoch 162 | train 0.7314 | val 0.6417 | lr 2.00e-04
Epoch 163 | train 0.7331 | val 0.6500 | lr 2.00e-04
Epoch 164 | train 0.7307 | val 0.6405 | lr 2.00e-04
Epoch 165 | train 0.7314 | val 0.6425 | lr 2.00e-04
Epoch 166 | train 0.7295 | val 0.6440 | lr 2.00e-04
Epoch 167 | train 0.7296 | val 0.6431 | lr 2.00e-04
Epoch 168 | train 0.7318 | val 0.6407 | lr 2.00e-04
Epoch 169 | train 0.7307 | val 0.6379 | lr 2.00e-04
Epoch 170 | train 0.7306 | val 0.6371 | lr 2.00e-04
Epoch 171 | train 0.7300 | val 0.6429 | lr 2.00e-04
Epoch 172 | train 0.7296 | val 0.6361 | lr 2.00e-04
Epoch 173 | train 0.7298 | val 0.6392 | lr 2.00e-04
Epoch 174 | train 0.7284 | val 0.6435 | lr 2.00e-04
Epoch 175 | train 0.7307 | val 0.6385 | lr 2.00e-04
Epoch 176 | train 0.7294 | val 0.6426 | lr 2.00e-04
Epoch 177 | train 0.7295 | val 0.6411 | lr 2.00e-04
Epoch 178 | train 0.7304 | val 0.6406 | lr 2.00e-04
Epoch 179 | train 0.7279 | val 0.6362 | lr 2.00e-04
Epoch 180 | train 0.7292 | val 0.6416 | lr 2.00e-04
Epoch 181 | train 0.7280 | val 0.6431 | lr 2.00e-04
Epoch 182 | train 0.7287 | val 0.6399 | lr 2.00e-04
Epoch 183 | train 0.7276 | val 0.6374 | lr 1.00e-04
Epoch 184 | train 0.7246 | val 0.6412 | lr 1.00e-04
Epoch 185 | train 0.7220 | val 0.6329 | lr 1.00e-04
Epoch 186 | train 0.7216 | val 0.6342 | lr 1.00e-04
Epoch 187 | train 0.7215 | val 0.6333 | lr 1.00e-04
Epoch 188 | train 0.7200 | val 0.6356 | lr 1.00e-04
Epoch 189 | train 0.7206 | val 0.6323 | lr 1.00e-04
Epoch 190 | train 0.7211 | val 0.6329 | lr 1.00e-04
Epoch 191 | train 0.7229 | val 0.6348 | lr 1.00e-04
Epoch 192 | train 0.7195 | val 0.6328 | lr 1.00e-04
Epoch 193 | train 0.7212 | val 0.6319 | lr 1.00e-04
Epoch 194 | train 0.7202 | val 0.6327 | lr 1.00e-04
Epoch 195 | train 0.7193 | val 0.6321 | lr 1.00e-04
Epoch 196 | train 0.7188 | val 0.6359 | lr 1.00e-04
Epoch 197 | train 0.7180 | val 0.6314 | lr 1.00e-04
Epoch 198 | train 0.7195 | val 0.6296 | lr 1.00e-04
Epoch 199 | train 0.7200 | val 0.6324 | lr 1.00e-04
Epoch 200 | train 0.7178 | val 0.6336 | lr 1.00e-04
Epoch 201 | train 0.7198 | val 0.6319 | lr 1.00e-04
Epoch 202 | train 0.7196 | val 0.6305 | lr 1.00e-04
Epoch 203 | train 0.7191 | val 0.6300 | lr 1.00e-04
Epoch 204 | train 0.7192 | val 0.6357 | lr 1.00e-04
Epoch 205 | train 0.7199 | val 0.6299 | lr 1.00e-04
Epoch 206 | train 0.7196 | val 0.6297 | lr 1.00e-04
Epoch 207 | train 0.7199 | val 0.6332 | lr 1.00e-04
Epoch 208 | train 0.7197 | val 0.6350 | lr 1.00e-04
Epoch 209 | train 0.7206 | val 0.6280 | lr 1.00e-04
Epoch 210 | train 0.7179 | val 0.6265 | lr 1.00e-04
Epoch 211 | train 0.7189 | val 0.6315 | lr 1.00e-04
Epoch 212 | train 0.7180 | val 0.6305 | lr 1.00e-04
Epoch 213 | train 0.7168 | val 0.6276 | lr 1.00e-04
Epoch 214 | train 0.7167 | val 0.6326 | lr 1.00e-04
Epoch 215 | train 0.7188 | val 0.6287 | lr 1.00e-04
Epoch 216 | train 0.7186 | val 0.6291 | lr 1.00e-04
Epoch 217 | train 0.7185 | val 0.6341 | lr 1.00e-04
Epoch 218 | train 0.7178 | val 0.6298 | lr 1.00e-04
Epoch 219 | train 0.7184 | val 0.6320 | lr 1.00e-04
Epoch 220 | train 0.7175 | val 0.6294 | lr 1.00e-04
Epoch 221 | train 0.7159 | val 0.6310 | lr 5.00e-05
Epoch 222 | train 0.7158 | val 0.6266 | lr 5.00e-05
Epoch 223 | train 0.7152 | val 0.6273 | lr 5.00e-05
Epoch 224 | train 0.7153 | val 0.6268 | lr 5.00e-05
Epoch 225 | train 0.7157 | val 0.6265 | lr 5.00e-05
Epoch 226 | train 0.7148 | val 0.6329 | lr 5.00e-05
Epoch 227 | train 0.7152 | val 0.6272 | lr 5.00e-05
Epoch 228 | train 0.7127 | val 0.6313 | lr 5.00e-05
Epoch 229 | train 0.7158 | val 0.6274 | lr 5.00e-05
Epoch 230 | train 0.7144 | val 0.6290 | lr 5.00e-05
Epoch 231 | train 0.7148 | val 0.6281 | lr 5.00e-05
Epoch 232 | train 0.7144 | val 0.6261 | lr 5.00e-05
Epoch 233 | train 0.7148 | val 0.6264 | lr 5.00e-05
Epoch 234 | train 0.7144 | val 0.6330 | lr 5.00e-05
Epoch 235 | train 0.7148 | val 0.6267 | lr 5.00e-05
Epoch 236 | train 0.7130 | val 0.6266 | lr 5.00e-05
Epoch 237 | train 0.7125 | val 0.6272 | lr 5.00e-05
Epoch 238 | train 0.7133 | val 0.6320 | lr 5.00e-05
Epoch 239 | train 0.7123 | val 0.6268 | lr 5.00e-05
Epoch 240 | train 0.7145 | val 0.6291 | lr 5.00e-05
Epoch 241 | train 0.7125 | val 0.6272 | lr 5.00e-05
Epoch 242 | train 0.7140 | val 0.6304 | lr 5.00e-05
Epoch 243 | train 0.7135 | val 0.6300 | lr 2.50e-05
Epoch 244 | train 0.7114 | val 0.6248 | lr 2.50e-05
Epoch 245 | train 0.7129 | val 0.6277 | lr 2.50e-05
Epoch 246 | train 0.7122 | val 0.6255 | lr 2.50e-05
Epoch 247 | train 0.7131 | val 0.6268 | lr 2.50e-05
Epoch 248 | train 0.7121 | val 0.6269 | lr 2.50e-05
Epoch 249 | train 0.7136 | val 0.6245 | lr 2.50e-05
Epoch 250 | train 0.7116 | val 0.6247 | lr 2.50e-05
Epoch 251 | train 0.7124 | val 0.6287 | lr 2.50e-05
Epoch 252 | train 0.7132 | val 0.6259 | lr 2.50e-05
Epoch 253 | train 0.7109 | val 0.6275 | lr 2.50e-05
Epoch 254 | train 0.7118 | val 0.6268 | lr 2.50e-05
Epoch 255 | train 0.7130 | val 0.6258 | lr 2.50e-05
Epoch 256 | train 0.7113 | val 0.6251 | lr 2.50e-05
Epoch 257 | train 0.7133 | val 0.6284 | lr 2.50e-05
Epoch 258 | train 0.7111 | val 0.6246 | lr 2.50e-05
Epoch 259 | train 0.7114 | val 0.6238 | lr 2.50e-05
Epoch 260 | train 0.7098 | val 0.6270 | lr 2.50e-05
Epoch 261 | train 0.7120 | val 0.6321 | lr 2.50e-05
Epoch 262 | train 0.7115 | val 0.6243 | lr 2.50e-05
Epoch 263 | train 0.7109 | val 0.6268 | lr 2.50e-05
Epoch 264 | train 0.7112 | val 0.6242 | lr 2.50e-05
Epoch 265 | train 0.7113 | val 0.6274 | lr 2.50e-05
Epoch 266 | train 0.7098 | val 0.6243 | lr 2.50e-05
Epoch 267 | train 0.7096 | val 0.6255 | lr 2.50e-05
Epoch 268 | train 0.7115 | val 0.6239 | lr 2.50e-05
Epoch 269 | train 0.7126 | val 0.6235 | lr 2.50e-05
Epoch 270 | train 0.7124 | val 0.6289 | lr 2.50e-05
Epoch 271 | train 0.7115 | val 0.6237 | lr 2.50e-05
Epoch 272 | train 0.7109 | val 0.6221 | lr 2.50e-05
Epoch 273 | train 0.7108 | val 0.6236 | lr 2.50e-05
Epoch 274 | train 0.7107 | val 0.6262 | lr 2.50e-05
Epoch 275 | train 0.7094 | val 0.6237 | lr 2.50e-05
Epoch 276 | train 0.7113 | val 0.6254 | lr 2.50e-05
Epoch 277 | train 0.7107 | val 0.6239 | lr 2.50e-05
Epoch 278 | train 0.7112 | val 0.6225 | lr 2.50e-05
Epoch 279 | train 0.7125 | val 0.6261 | lr 2.50e-05
Epoch 280 | train 0.7096 | val 0.6270 | lr 2.50e-05
Epoch 281 | train 0.7104 | val 0.6207 | lr 2.50e-05
Epoch 282 | train 0.7119 | val 0.6213 | lr 2.50e-05
Epoch 283 | train 0.7101 | val 0.6354 | lr 2.50e-05
Epoch 284 | train 0.7122 | val 0.6251 | lr 2.50e-05
Epoch 285 | train 0.7104 | val 0.6265 | lr 2.50e-05
Epoch 286 | train 0.7110 | val 0.6262 | lr 2.50e-05
Epoch 287 | train 0.7102 | val 0.6274 | lr 2.50e-05
Epoch 288 | train 0.7110 | val 0.6288 | lr 2.50e-05
Epoch 289 | train 0.7107 | val 0.6292 | lr 2.50e-05
Epoch 290 | train 0.7104 | val 0.6252 | lr 2.50e-05
Epoch 291 | train 0.7102 | val 0.6276 | lr 2.50e-05
Epoch 292 | train 0.7085 | val 0.6256 | lr 1.25e-05
Epoch 293 | train 0.7097 | val 0.6235 | lr 1.25e-05
Epoch 294 | train 0.7094 | val 0.6231 | lr 1.25e-05
Epoch 295 | train 0.7105 | val 0.6316 | lr 1.25e-05
Epoch 296 | train 0.7095 | val 0.6237 | lr 1.25e-05
Epoch 297 | train 0.7096 | val 0.6291 | lr 1.25e-05
Epoch 298 | train 0.7099 | val 0.6242 | lr 1.25e-05
Epoch 299 | train 0.7091 | val 0.6256 | lr 1.25e-05
Epoch 300 | train 0.7098 | val 0.6240 | lr 1.25e-05
Train | log-space MSE: 0.5943
Val | log-space MSE: 0.6207
Test | log-space MSE: 0.6190
Isoform correlation: mean Pearson 0.5897 over 161990/161990 isoforms
Saved isoform correlation boxplot to isoform_model_mlp_pca/isoform_correlation_boxplot_fcnn.png
Scatter correlation log1p (n=50000): 0.8292
Saved log-scale scatter to isoform_model_mlp_pca/pred_vs_true_scatter_log.png
Per-gene isoform rank correlation (Spearman over observations): mean of means 0.7679 | median of means 0.7873 over 899 genes
Saved per-gene mean rank correlation boxplot to isoform_model_mlp_pca/gene_rank_corr_mean_boxplot.png
Per-gene isoform rank correlation (Spearman over observations): mean of medians 0.8129 | median of medians 0.8289 over 899 genes
Saved per-gene median rank correlation boxplot to isoform_model_mlp_pca/gene_rank_corr_median_boxplot.png

Skipping artifact saving to avoid large files.
