Running on host: n-62-20-13
Thu Dec  4 17:30:05 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           On  |   00000000:58:00.0 Off |                    0 |
| N/A   36C    P0             25W /  250W |       0MiB /  32768MiB |      0%   E. Process |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading AnnData...
Data loaded.
Filtered zero-expression features: genes kept 45244/45263, isoforms kept 161990/162009
Data stats after scaling: mean -0.000, std 1.000
Using whole dataset: train 9941, val 6958, test 2983
Epoch 001 | train 0.7154 (rec 0.7050, kl 0.4154) | val 0.6501 (rec 0.6380, kl 0.4852) | beta 0.025
Epoch 103 | train 0.4914 (rec 0.4445, kl 0.0939) | val 0.4992 (rec 0.4531, kl 0.0923) | beta 0.500
Epoch 104 | train 0.4920 (rec 0.4454, kl 0.0933) | val 0.5011 (rec 0.4556, kl 0.0910) | beta 0.500
Epoch 105 | train 0.4929 (rec 0.4463, kl 0.0933) | val 0.5035 (rec 0.4574, kl 0.0920) | beta 0.500
Epoch 106 | train 0.4925 (rec 0.4456, kl 0.0938) | val 0.4987 (rec 0.4523, kl 0.0926) | beta 0.500
Epoch 107 | train 0.4919 (rec 0.4450, kl 0.0936) | val 0.5029 (rec 0.4570, kl 0.0918) | beta 0.500
Epoch 108 | train 0.4916 (rec 0.4448, kl 0.0936) | val 0.4994 (rec 0.4530, kl 0.0929) | beta 0.500
Epoch 109 | train 0.4919 (rec 0.4450, kl 0.0938) | val 0.4986 (rec 0.4527, kl 0.0918) | beta 0.500
Epoch 110 | train 0.4917 (rec 0.4451, kl 0.0932) | val 0.5031 (rec 0.4577, kl 0.0908) | beta 0.500
Epoch 111 | train 0.4923 (rec 0.4455, kl 0.0936) | val 0.5015 (rec 0.4556, kl 0.0918) | beta 0.500
Epoch 112 | train 0.4931 (rec 0.4463, kl 0.0936) | val 0.5019 (rec 0.4564, kl 0.0911) | beta 0.500
Epoch 113 | train 0.4911 (rec 0.4445, kl 0.0934) | val 0.5009 (rec 0.4557, kl 0.0905) | beta 0.500
Epoch 114 | train 0.4900 (rec 0.4433, kl 0.0934) | val 0.5018 (rec 0.4561, kl 0.0914) | beta 0.500
Epoch 115 | train 0.4892 (rec 0.4425, kl 0.0935) | val 0.4994 (rec 0.4535, kl 0.0918) | beta 0.500
Epoch 116 | train 0.4913 (rec 0.4445, kl 0.0936) | val 0.5022 (rec 0.4566, kl 0.0912) | beta 0.500
Epoch 117 | train 0.4912 (rec 0.4443, kl 0.0938) | val 0.5003 (rec 0.4542, kl 0.0922) | beta 0.500
Epoch 118 | train 0.4892 (rec 0.4426, kl 0.0934) | val 0.4967 (rec 0.4513, kl 0.0907) | beta 0.500
Epoch 119 | train 0.4915 (rec 0.4447, kl 0.0936) | val 0.4974 (rec 0.4514, kl 0.0921) | beta 0.500
Epoch 120 | train 0.4884 (rec 0.4416, kl 0.0935) | val 0.4989 (rec 0.4529, kl 0.0920) | beta 0.500
Epoch 121 | train 0.4900 (rec 0.4433, kl 0.0933) | val 0.4969 (rec 0.4511, kl 0.0916) | beta 0.500
Epoch 122 | train 0.4923 (rec 0.4452, kl 0.0941) | val 0.5023 (rec 0.4569, kl 0.0908) | beta 0.500
Epoch 123 | train 0.4903 (rec 0.4435, kl 0.0935) | val 0.4979 (rec 0.4525, kl 0.0909) | beta 0.500
Epoch 124 | train 0.4890 (rec 0.4424, kl 0.0934) | val 0.5026 (rec 0.4563, kl 0.0926) | beta 0.500
Epoch 125 | train 0.4882 (rec 0.4415, kl 0.0933) | val 0.4970 (rec 0.4514, kl 0.0911) | beta 0.500
Epoch 126 | train 0.4893 (rec 0.4425, kl 0.0937) | val 0.5008 (rec 0.4546, kl 0.0924) | beta 0.500
Epoch 127 | train 0.4877 (rec 0.4409, kl 0.0937) | val 0.4967 (rec 0.4508, kl 0.0918) | beta 0.500
Epoch 128 | train 0.4883 (rec 0.4415, kl 0.0936) | val 0.4968 (rec 0.4509, kl 0.0918) | beta 0.500
Epoch 129 | train 0.4881 (rec 0.4413, kl 0.0936) | val 0.4991 (rec 0.4534, kl 0.0913) | beta 0.500
Epoch 130 | train 0.4883 (rec 0.4414, kl 0.0939) | val 0.5001 (rec 0.4544, kl 0.0914) | beta 0.500
Epoch 131 | train 0.4900 (rec 0.4432, kl 0.0937) | val 0.4986 (rec 0.4532, kl 0.0907) | beta 0.500
Epoch 132 | train 0.4881 (rec 0.4413, kl 0.0936) | val 0.4979 (rec 0.4518, kl 0.0922) | beta 0.500
Epoch 133 | train 0.4908 (rec 0.4438, kl 0.0940) | val 0.4989 (rec 0.4533, kl 0.0912) | beta 0.500
Epoch 134 | train 0.4890 (rec 0.4421, kl 0.0937) | val 0.4979 (rec 0.4523, kl 0.0913) | beta 0.500
Epoch 135 | train 0.4877 (rec 0.4409, kl 0.0937) | val 0.4977 (rec 0.4516, kl 0.0921) | beta 0.500
Epoch 136 | train 0.4862 (rec 0.4394, kl 0.0935) | val 0.4992 (rec 0.4536, kl 0.0912) | beta 0.500
Epoch 137 | train 0.4866 (rec 0.4398, kl 0.0936) | val 0.4959 (rec 0.4502, kl 0.0914) | beta 0.500
Epoch 138 | train 0.4864 (rec 0.4397, kl 0.0933) | val 0.5007 (rec 0.4548, kl 0.0919) | beta 0.500
Epoch 139 | train 0.4868 (rec 0.4400, kl 0.0936) | val 0.4973 (rec 0.4512, kl 0.0921) | beta 0.500
Epoch 140 | train 0.4868 (rec 0.4399, kl 0.0939) | val 0.4948 (rec 0.4482, kl 0.0931) | beta 0.500
Epoch 141 | train 0.4863 (rec 0.4396, kl 0.0934) | val 0.4957 (rec 0.4498, kl 0.0918) | beta 0.500
Epoch 142 | train 0.4868 (rec 0.4398, kl 0.0940) | val 0.5015 (rec 0.4558, kl 0.0915) | beta 0.500
Epoch 143 | train 0.4883 (rec 0.4415, kl 0.0937) | val 0.4946 (rec 0.4489, kl 0.0915) | beta 0.500
Epoch 144 | train 0.4883 (rec 0.4415, kl 0.0938) | val 0.4978 (rec 0.4514, kl 0.0928) | beta 0.500
Epoch 145 | train 0.4864 (rec 0.4394, kl 0.0939) | val 0.4969 (rec 0.4516, kl 0.0906) | beta 0.500
Epoch 146 | train 0.4858 (rec 0.4390, kl 0.0936) | val 0.4970 (rec 0.4520, kl 0.0900) | beta 0.500
Epoch 147 | train 0.4856 (rec 0.4389, kl 0.0934) | val 0.4969 (rec 0.4516, kl 0.0905) | beta 0.500
Epoch 148 | train 0.4862 (rec 0.4394, kl 0.0937) | val 0.4967 (rec 0.4515, kl 0.0904) | beta 0.500
Epoch 149 | train 0.4848 (rec 0.4378, kl 0.0939) | val 0.4946 (rec 0.4488, kl 0.0916) | beta 0.500
Epoch 150 | train 0.4851 (rec 0.4381, kl 0.0939) | val 0.4983 (rec 0.4522, kl 0.0921) | beta 0.500
Epoch 151 | train 0.4870 (rec 0.4401, kl 0.0938) | val 0.4963 (rec 0.4501, kl 0.0924) | beta 0.500
Epoch 152 | train 0.4858 (rec 0.4389, kl 0.0938) | val 0.5032 (rec 0.4579, kl 0.0907) | beta 0.500
Epoch 153 | train 0.4872 (rec 0.4404, kl 0.0936) | val 0.4948 (rec 0.4502, kl 0.0892) | beta 0.500
Epoch 154 | train 0.4843 (rec 0.4375, kl 0.0935) | val 0.4945 (rec 0.4491, kl 0.0909) | beta 0.500
Epoch 155 | train 0.4856 (rec 0.4388, kl 0.0936) | val 0.4938 (rec 0.4475, kl 0.0926) | beta 0.500
Epoch 156 | train 0.4862 (rec 0.4392, kl 0.0938) | val 0.4942 (rec 0.4484, kl 0.0916) | beta 0.500
Epoch 157 | train 0.4851 (rec 0.4381, kl 0.0940) | val 0.4991 (rec 0.4525, kl 0.0931) | beta 0.500
Epoch 158 | train 0.4855 (rec 0.4386, kl 0.0938) | val 0.4983 (rec 0.4527, kl 0.0912) | beta 0.500
Epoch 159 | train 0.4850 (rec 0.4379, kl 0.0942) | val 0.4963 (rec 0.4507, kl 0.0912) | beta 0.500
Epoch 160 | train 0.4846 (rec 0.4377, kl 0.0938) | val 0.4944 (rec 0.4493, kl 0.0903) | beta 0.500
Epoch 161 | train 0.4844 (rec 0.4373, kl 0.0943) | val 0.4936 (rec 0.4477, kl 0.0919) | beta 0.500
Epoch 162 | train 0.4823 (rec 0.4354, kl 0.0939) | val 0.4939 (rec 0.4480, kl 0.0918) | beta 0.500
Epoch 163 | train 0.4855 (rec 0.4386, kl 0.0938) | val 0.4955 (rec 0.4497, kl 0.0917) | beta 0.500
Epoch 164 | train 0.4864 (rec 0.4394, kl 0.0940) | val 0.4956 (rec 0.4493, kl 0.0927) | beta 0.500
Epoch 165 | train 0.4849 (rec 0.4380, kl 0.0937) | val 0.4981 (rec 0.4524, kl 0.0915) | beta 0.500
Epoch 166 | train 0.4844 (rec 0.4372, kl 0.0943) | val 0.4947 (rec 0.4486, kl 0.0922) | beta 0.500
Epoch 167 | train 0.4831 (rec 0.4361, kl 0.0940) | val 0.4940 (rec 0.4483, kl 0.0915) | beta 0.500
Epoch 168 | train 0.4830 (rec 0.4360, kl 0.0939) | val 0.4946 (rec 0.4484, kl 0.0924) | beta 0.500
Epoch 169 | train 0.4848 (rec 0.4377, kl 0.0943) | val 0.4937 (rec 0.4478, kl 0.0919) | beta 0.500
Epoch 170 | train 0.4844 (rec 0.4372, kl 0.0944) | val 0.4928 (rec 0.4469, kl 0.0917) | beta 0.500
Epoch 171 | train 0.4842 (rec 0.4373, kl 0.0937) | val 0.4948 (rec 0.4492, kl 0.0911) | beta 0.500
Epoch 172 | train 0.4819 (rec 0.4348, kl 0.0943) | val 0.4954 (rec 0.4500, kl 0.0909) | beta 0.500
Epoch 173 | train 0.4837 (rec 0.4368, kl 0.0937) | val 0.4946 (rec 0.4491, kl 0.0909) | beta 0.500
Epoch 174 | train 0.4847 (rec 0.4376, kl 0.0942) | val 0.4935 (rec 0.4477, kl 0.0916) | beta 0.500
Epoch 175 | train 0.4868 (rec 0.4398, kl 0.0941) | val 0.4959 (rec 0.4495, kl 0.0927) | beta 0.500
Epoch 176 | train 0.4829 (rec 0.4359, kl 0.0939) | val 0.4942 (rec 0.4484, kl 0.0915) | beta 0.500
Epoch 177 | train 0.4815 (rec 0.4346, kl 0.0940) | val 0.4935 (rec 0.4477, kl 0.0915) | beta 0.500
Epoch 178 | train 0.4814 (rec 0.4346, kl 0.0936) | val 0.4917 (rec 0.4461, kl 0.0911) | beta 0.500
Epoch 179 | train 0.4826 (rec 0.4357, kl 0.0938) | val 0.4930 (rec 0.4473, kl 0.0915) | beta 0.500
Epoch 180 | train 0.4827 (rec 0.4355, kl 0.0943) | val 0.4961 (rec 0.4498, kl 0.0926) | beta 0.500
Epoch 181 | train 0.4845 (rec 0.4373, kl 0.0943) | val 0.4950 (rec 0.4485, kl 0.0931) | beta 0.500
Epoch 182 | train 0.4845 (rec 0.4373, kl 0.0945) | val 0.4957 (rec 0.4504, kl 0.0905) | beta 0.500
Epoch 183 | train 0.4832 (rec 0.4363, kl 0.0938) | val 0.4937 (rec 0.4486, kl 0.0902) | beta 0.500
Epoch 184 | train 0.4806 (rec 0.4336, kl 0.0939) | val 0.4926 (rec 0.4468, kl 0.0917) | beta 0.500
Epoch 185 | train 0.4814 (rec 0.4344, kl 0.0940) | val 0.4927 (rec 0.4473, kl 0.0908) | beta 0.500
Epoch 186 | train 0.4833 (rec 0.4361, kl 0.0944) | val 0.4976 (rec 0.4514, kl 0.0923) | beta 0.500
Epoch 187 | train 0.4823 (rec 0.4352, kl 0.0942) | val 0.4935 (rec 0.4478, kl 0.0913) | beta 0.500
Epoch 188 | train 0.4828 (rec 0.4358, kl 0.0942) | val 0.4929 (rec 0.4468, kl 0.0921) | beta 0.500
Epoch 189 | train 0.4821 (rec 0.4351, kl 0.0940) | val 0.4942 (rec 0.4480, kl 0.0925) | beta 0.500
Epoch 190 | train 0.4849 (rec 0.4379, kl 0.0941) | val 0.4952 (rec 0.4485, kl 0.0933) | beta 0.500
Epoch 191 | train 0.4827 (rec 0.4355, kl 0.0945) | val 0.4927 (rec 0.4470, kl 0.0913) | beta 0.500
Epoch 192 | train 0.4822 (rec 0.4350, kl 0.0944) | val 0.4931 (rec 0.4477, kl 0.0908) | beta 0.500
Epoch 193 | train 0.4815 (rec 0.4344, kl 0.0942) | val 0.4933 (rec 0.4474, kl 0.0916) | beta 0.500
Epoch 194 | train 0.4795 (rec 0.4325, kl 0.0940) | val 0.4981 (rec 0.4527, kl 0.0908) | beta 0.500
Epoch 195 | train 0.4863 (rec 0.4388, kl 0.0951) | val 0.4959 (rec 0.4496, kl 0.0926) | beta 0.500
Epoch 196 | train 0.4806 (rec 0.4335, kl 0.0943) | val 0.4933 (rec 0.4474, kl 0.0918) | beta 0.500
