Running on host: n-62-20-11
Thu Dec  4 12:58:28 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-SXM2-32GB           On  |   00000000:3A:00.0 Off |                    0 |
| N/A   34C    P0             44W /  300W |       0MiB /  32768MiB |      0%   E. Process |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading gene AnnData...
Data loaded.
Filtered zero-expression genes: kept 45244/45263
Using whole dataset: train 9941, val 6958, test 2983
[VAE] Epoch 027 | train 0.5639 (rec 0.4980, kl 0.1319) | val 0.5672 (rec 0.5044, kl 0.1256)
[VAE] Epoch 028 | train 0.5685 (rec 0.5019, kl 0.1331) | val 0.5728 (rec 0.5080, kl 0.1295)
[VAE] Epoch 029 | train 0.5618 (rec 0.4959, kl 0.1317) | val 0.5624 (rec 0.4988, kl 0.1272)
[VAE] Epoch 030 | train 0.5644 (rec 0.4985, kl 0.1319) | val 0.5855 (rec 0.5198, kl 0.1313)
[VAE] Epoch 031 | train 0.5636 (rec 0.4977, kl 0.1318) | val 0.5665 (rec 0.5038, kl 0.1255)
[VAE] Epoch 032 | train 0.5605 (rec 0.4946, kl 0.1316) | val 0.5629 (rec 0.4996, kl 0.1268)
[VAE] Epoch 033 | train 0.5630 (rec 0.4969, kl 0.1321) | val 0.5656 (rec 0.5023, kl 0.1267)
[VAE] Epoch 034 | train 0.5592 (rec 0.4938, kl 0.1308) | val 0.5645 (rec 0.5010, kl 0.1270)
[VAE] Epoch 035 | train 0.5586 (rec 0.4929, kl 0.1314) | val 0.5670 (rec 0.5012, kl 0.1316)
[VAE] Epoch 036 | train 0.5567 (rec 0.4913, kl 0.1308) | val 0.5573 (rec 0.4944, kl 0.1259)
[VAE] Epoch 037 | train 0.5568 (rec 0.4912, kl 0.1312) | val 0.5616 (rec 0.4995, kl 0.1242)
[VAE] Epoch 038 | train 0.5580 (rec 0.4921, kl 0.1317) | val 0.5630 (rec 0.4972, kl 0.1315)
[VAE] Epoch 039 | train 0.5590 (rec 0.4932, kl 0.1318) | val 0.5589 (rec 0.4951, kl 0.1277)
[VAE] Epoch 040 | train 0.5558 (rec 0.4903, kl 0.1310) | val 0.5584 (rec 0.4950, kl 0.1269)
[VAE] Epoch 041 | train 0.5531 (rec 0.4879, kl 0.1304) | val 0.5563 (rec 0.4926, kl 0.1273)
[VAE] Epoch 042 | train 0.5522 (rec 0.4868, kl 0.1308) | val 0.5608 (rec 0.4982, kl 0.1252)
[VAE] Epoch 043 | train 0.5579 (rec 0.4921, kl 0.1316) | val 0.5621 (rec 0.4976, kl 0.1290)
[VAE] Epoch 044 | train 0.5542 (rec 0.4886, kl 0.1311) | val 0.5642 (rec 0.4987, kl 0.1311)
[VAE] Epoch 045 | train 0.5548 (rec 0.4891, kl 0.1313) | val 0.5577 (rec 0.4935, kl 0.1285)
[VAE] Epoch 046 | train 0.5544 (rec 0.4886, kl 0.1315) | val 0.5624 (rec 0.4988, kl 0.1271)
[VAE] Epoch 047 | train 0.5524 (rec 0.4868, kl 0.1311) | val 0.5545 (rec 0.4913, kl 0.1265)
[VAE] Epoch 048 | train 0.5519 (rec 0.4866, kl 0.1306) | val 0.5550 (rec 0.4924, kl 0.1250)
[VAE] Epoch 049 | train 0.5516 (rec 0.4859, kl 0.1314) | val 0.5562 (rec 0.4921, kl 0.1284)
[VAE] Epoch 050 | train 0.5491 (rec 0.4837, kl 0.1308) | val 0.5571 (rec 0.4927, kl 0.1288)
[VAE] Epoch 051 | train 0.5502 (rec 0.4846, kl 0.1312) | val 0.5550 (rec 0.4897, kl 0.1307)
[VAE] Epoch 052 | train 0.5502 (rec 0.4846, kl 0.1312) | val 0.5533 (rec 0.4883, kl 0.1300)
[VAE] Epoch 053 | train 0.5494 (rec 0.4841, kl 0.1305) | val 0.5530 (rec 0.4884, kl 0.1291)
[VAE] Epoch 054 | train 0.5487 (rec 0.4831, kl 0.1312) | val 0.5532 (rec 0.4883, kl 0.1300)
[VAE] Epoch 055 | train 0.5525 (rec 0.4870, kl 0.1310) | val 0.5601 (rec 0.4948, kl 0.1306)
[VAE] Epoch 056 | train 0.5485 (rec 0.4832, kl 0.1306) | val 0.5507 (rec 0.4893, kl 0.1228)
[VAE] Epoch 057 | train 0.5470 (rec 0.4814, kl 0.1312) | val 0.5498 (rec 0.4868, kl 0.1260)
[VAE] Epoch 058 | train 0.5466 (rec 0.4813, kl 0.1306) | val 0.5497 (rec 0.4853, kl 0.1287)
[VAE] Epoch 059 | train 0.5456 (rec 0.4801, kl 0.1309) | val 0.5508 (rec 0.4862, kl 0.1291)
[VAE] Epoch 060 | train 0.5463 (rec 0.4808, kl 0.1309) | val 0.5510 (rec 0.4891, kl 0.1237)
[VAE] Epoch 061 | train 0.5502 (rec 0.4846, kl 0.1311) | val 0.5491 (rec 0.4852, kl 0.1277)
[VAE] Epoch 062 | train 0.5471 (rec 0.4818, kl 0.1307) | val 0.5582 (rec 0.4914, kl 0.1337)
[VAE] Epoch 063 | train 0.5467 (rec 0.4812, kl 0.1310) | val 0.5542 (rec 0.4908, kl 0.1269)
[VAE] Epoch 064 | train 0.5451 (rec 0.4794, kl 0.1314) | val 0.5490 (rec 0.4854, kl 0.1273)
[VAE] Epoch 065 | train 0.5453 (rec 0.4798, kl 0.1309) | val 0.5516 (rec 0.4891, kl 0.1251)
[VAE] Epoch 066 | train 0.5430 (rec 0.4778, kl 0.1304) | val 0.5493 (rec 0.4843, kl 0.1300)
[VAE] Epoch 067 | train 0.5429 (rec 0.4775, kl 0.1307) | val 0.5507 (rec 0.4851, kl 0.1312)
[VAE] Epoch 068 | train 0.5432 (rec 0.4776, kl 0.1311) | val 0.5485 (rec 0.4843, kl 0.1285)
[VAE] Epoch 069 | train 0.5439 (rec 0.4784, kl 0.1308) | val 0.5508 (rec 0.4866, kl 0.1284)
[VAE] Epoch 070 | train 0.5427 (rec 0.4771, kl 0.1312) | val 0.5509 (rec 0.4857, kl 0.1303)
[VAE] Epoch 071 | train 0.5434 (rec 0.4782, kl 0.1304) | val 0.5540 (rec 0.4913, kl 0.1253)
[VAE] Epoch 072 | train 0.5428 (rec 0.4775, kl 0.1307) | val 0.5454 (rec 0.4824, kl 0.1260)
[VAE] Epoch 073 | train 0.5436 (rec 0.4781, kl 0.1309) | val 0.5498 (rec 0.4855, kl 0.1288)
[VAE] Epoch 074 | train 0.5423 (rec 0.4769, kl 0.1309) | val 0.5447 (rec 0.4806, kl 0.1281)
[VAE] Epoch 075 | train 0.5427 (rec 0.4770, kl 0.1315) | val 0.5484 (rec 0.4843, kl 0.1282)
[VAE] Epoch 076 | train 0.5462 (rec 0.4805, kl 0.1313) | val 0.5546 (rec 0.4899, kl 0.1293)
[VAE] Epoch 077 | train 0.5415 (rec 0.4760, kl 0.1311) | val 0.5458 (rec 0.4825, kl 0.1265)
[VAE] Epoch 078 | train 0.5414 (rec 0.4760, kl 0.1309) | val 0.5454 (rec 0.4813, kl 0.1282)
[VAE] Epoch 079 | train 0.5410 (rec 0.4754, kl 0.1312) | val 0.5518 (rec 0.4884, kl 0.1267)
[VAE] Epoch 080 | train 0.5417 (rec 0.4762, kl 0.1310) | val 0.5464 (rec 0.4816, kl 0.1296)
[VAE] Epoch 081 | train 0.5388 (rec 0.4734, kl 0.1308) | val 0.5445 (rec 0.4805, kl 0.1281)
[VAE] Epoch 082 | train 0.5392 (rec 0.4739, kl 0.1308) | val 0.5443 (rec 0.4797, kl 0.1293)
[VAE] Epoch 083 | train 0.5397 (rec 0.4742, kl 0.1310) | val 0.5419 (rec 0.4775, kl 0.1288)
[VAE] Epoch 084 | train 0.5410 (rec 0.4752, kl 0.1317) | val 0.5467 (rec 0.4826, kl 0.1283)
[VAE] Epoch 085 | train 0.5389 (rec 0.4737, kl 0.1304) | val 0.5428 (rec 0.4799, kl 0.1257)
[VAE] Epoch 086 | train 0.5393 (rec 0.4736, kl 0.1314) | val 0.5421 (rec 0.4785, kl 0.1273)
[VAE] Epoch 087 | train 0.5381 (rec 0.4729, kl 0.1303) | val 0.5465 (rec 0.4820, kl 0.1290)
[VAE] Epoch 088 | train 0.5394 (rec 0.4738, kl 0.1313) | val 0.5464 (rec 0.4819, kl 0.1290)
[VAE] Epoch 089 | train 0.5392 (rec 0.4737, kl 0.1310) | val 0.5471 (rec 0.4817, kl 0.1308)
[VAE] Epoch 090 | train 0.5387 (rec 0.4732, kl 0.1310) | val 0.5461 (rec 0.4805, kl 0.1313)
[VAE] Epoch 091 | train 0.5373 (rec 0.4718, kl 0.1310) | val 0.5455 (rec 0.4800, kl 0.1310)
[VAE] Epoch 092 | train 0.5397 (rec 0.4742, kl 0.1310) | val 0.5459 (rec 0.4810, kl 0.1299)
[VAE] Epoch 093 | train 0.5375 (rec 0.4718, kl 0.1313) | val 0.5450 (rec 0.4813, kl 0.1275)
[VAE] Epoch 094 | train 0.5361 (rec 0.4707, kl 0.1308) | val 0.5431 (rec 0.4791, kl 0.1281)
[VAE] Epoch 095 | train 0.5378 (rec 0.4724, kl 0.1308) | val 0.5422 (rec 0.4787, kl 0.1270)
[VAE] Epoch 096 | train 0.5369 (rec 0.4714, kl 0.1310) | val 0.5420 (rec 0.4783, kl 0.1273)
[VAE] Epoch 097 | train 0.5359 (rec 0.4703, kl 0.1311) | val 0.5439 (rec 0.4794, kl 0.1289)
[VAE] Epoch 098 | train 0.5364 (rec 0.4707, kl 0.1314) | val 0.5427 (rec 0.4789, kl 0.1276)
[VAE] Epoch 099 | train 0.5378 (rec 0.4723, kl 0.1309) | val 0.5415 (rec 0.4775, kl 0.1281)
[VAE] Epoch 100 | train 0.5360 (rec 0.4706, kl 0.1309) | val 0.5433 (rec 0.4797, kl 0.1271)
[VAE] Epoch 101 | train 0.5344 (rec 0.4693, kl 0.1302) | val 0.5422 (rec 0.4776, kl 0.1291)
[VAE] Epoch 102 | train 0.5362 (rec 0.4707, kl 0.1309) | val 0.5422 (rec 0.4782, kl 0.1280)
[VAE] Epoch 103 | train 0.5360 (rec 0.4703, kl 0.1315) | val 0.5398 (rec 0.4767, kl 0.1261)
[VAE] Epoch 104 | train 0.5360 (rec 0.4703, kl 0.1314) | val 0.5424 (rec 0.4785, kl 0.1279)
[VAE] Epoch 105 | train 0.5343 (rec 0.4689, kl 0.1308) | val 0.5401 (rec 0.4765, kl 0.1271)
[VAE] Epoch 106 | train 0.5353 (rec 0.4696, kl 0.1314) | val 0.5438 (rec 0.4793, kl 0.1290)
[VAE] Epoch 107 | train 0.5360 (rec 0.4701, kl 0.1318) | val 0.5426 (rec 0.4768, kl 0.1316)
[VAE] Epoch 108 | train 0.5344 (rec 0.4688, kl 0.1312) | val 0.5397 (rec 0.4746, kl 0.1304)
[VAE] Epoch 109 | train 0.5330 (rec 0.4676, kl 0.1309) | val 0.5394 (rec 0.4758, kl 0.1272)
[VAE] Epoch 110 | train 0.5326 (rec 0.4672, kl 0.1309) | val 0.5405 (rec 0.4757, kl 0.1296)
[VAE] Epoch 111 | train 0.5356 (rec 0.4701, kl 0.1309) | val 0.5434 (rec 0.4798, kl 0.1272)
[VAE] Epoch 112 | train 0.5333 (rec 0.4677, kl 0.1312) | val 0.5439 (rec 0.4783, kl 0.1311)
[VAE] Epoch 113 | train 0.5354 (rec 0.4695, kl 0.1318) | val 0.5377 (rec 0.4740, kl 0.1274)
[VAE] Epoch 114 | train 0.5354 (rec 0.4697, kl 0.1313) | val 0.5461 (rec 0.4815, kl 0.1292)
[VAE] Epoch 115 | train 0.5352 (rec 0.4695, kl 0.1314) | val 0.5441 (rec 0.4795, kl 0.1291)
[VAE] Epoch 116 | train 0.5334 (rec 0.4677, kl 0.1315) | val 0.5374 (rec 0.4733, kl 0.1282)
[VAE] Epoch 117 | train 0.5329 (rec 0.4671, kl 0.1315) | val 0.5381 (rec 0.4734, kl 0.1294)
[VAE] Epoch 118 | train 0.5320 (rec 0.4664, kl 0.1313) | val 0.5392 (rec 0.4750, kl 0.1284)
[VAE] Epoch 119 | train 0.5314 (rec 0.4659, kl 0.1310) | val 0.5402 (rec 0.4766, kl 0.1273)
[VAE] Epoch 120 | train 0.5336 (rec 0.4679, kl 0.1312) | val 0.5423 (rec 0.4779, kl 0.1288)
[VAE] Epoch 121 | train 0.5324 (rec 0.4667, kl 0.1313) | val 0.5411 (rec 0.4780, kl 0.1261)
[VAE] Epoch 122 | train 0.5320 (rec 0.4662, kl 0.1315) | val 0.5400 (rec 0.4764, kl 0.1273)
[VAE] Epoch 123 | train 0.5314 (rec 0.4659, kl 0.1310) | val 0.5383 (rec 0.4742, kl 0.1282)
[VAE] Epoch 124 | train 0.5323 (rec 0.4668, kl 0.1310) | val 0.5433 (rec 0.4781, kl 0.1302)
[VAE] Epoch 125 | train 0.5315 (rec 0.4659, kl 0.1312) | val 0.5375 (rec 0.4733, kl 0.1285)
[VAE] Epoch 126 | train 0.5306 (rec 0.4650, kl 0.1311) | val 0.5397 (rec 0.4756, kl 0.1282)
[VAE] Epoch 127 | train 0.5317 (rec 0.4660, kl 0.1314) | val 0.5387 (rec 0.4753, kl 0.1267)
[VAE] Epoch 128 | train 0.5317 (rec 0.4665, kl 0.1306) | val 0.5394 (rec 0.4752, kl 0.1284)
[VAE] Epoch 129 | train 0.5314 (rec 0.4655, kl 0.1318) | val 0.5393 (rec 0.4744, kl 0.1300)
[VAE] Epoch 130 | train 0.5307 (rec 0.4650, kl 0.1314) | val 0.5403 (rec 0.4765, kl 0.1276)
[VAE] Epoch 131 | train 0.5321 (rec 0.4667, kl 0.1309) | val 0.5401 (rec 0.4752, kl 0.1298)
[VAE] Epoch 132 | train 0.5323 (rec 0.4664, kl 0.1318) | val 0.5392 (rec 0.4740, kl 0.1303)
[VAE] Epoch 133 | train 0.5307 (rec 0.4651, kl 0.1311) | val 0.5424 (rec 0.4784, kl 0.1280)
[VAE] Epoch 134 | train 0.5316 (rec 0.4660, kl 0.1312) | val 0.5400 (rec 0.4753, kl 0.1295)
[VAE] Epoch 135 | train 0.5304 (rec 0.4649, kl 0.1311) | val 0.5389 (rec 0.4757, kl 0.1265)
[VAE] Epoch 136 | train 0.5306 (rec 0.4648, kl 0.1316) | val 0.5360 (rec 0.4723, kl 0.1275)
[VAE] Epoch 137 | train 0.5301 (rec 0.4644, kl 0.1313) | val 0.5390 (rec 0.4752, kl 0.1276)
[VAE] Epoch 138 | train 0.5311 (rec 0.4653, kl 0.1316) | val 0.5400 (rec 0.4738, kl 0.1325)
[VAE] Epoch 139 | train 0.5292 (rec 0.4634, kl 0.1315) | val 0.5365 (rec 0.4721, kl 0.1287)
[VAE] Epoch 140 | train 0.5292 (rec 0.4631, kl 0.1321) | val 0.5355 (rec 0.4709, kl 0.1292)
[VAE] Epoch 141 | train 0.5298 (rec 0.4641, kl 0.1313) | val 0.5397 (rec 0.4758, kl 0.1278)
[VAE] Epoch 142 | train 0.5297 (rec 0.4639, kl 0.1317) | val 0.5396 (rec 0.4742, kl 0.1308)
[VAE] Epoch 143 | train 0.5279 (rec 0.4621, kl 0.1316) | val 0.5349 (rec 0.4704, kl 0.1289)
[VAE] Epoch 144 | train 0.5304 (rec 0.4646, kl 0.1317) | val 0.5378 (rec 0.4732, kl 0.1291)
[VAE] Epoch 145 | train 0.5300 (rec 0.4644, kl 0.1312) | val 0.5402 (rec 0.4765, kl 0.1273)
[VAE] Epoch 146 | train 0.5296 (rec 0.4640, kl 0.1313) | val 0.5360 (rec 0.4713, kl 0.1294)
[VAE] Epoch 147 | train 0.5280 (rec 0.4624, kl 0.1313) | val 0.5356 (rec 0.4718, kl 0.1276)
[VAE] Epoch 148 | train 0.5293 (rec 0.4636, kl 0.1313) | val 0.5366 (rec 0.4728, kl 0.1277)
[VAE] Epoch 149 | train 0.5288 (rec 0.4632, kl 0.1313) | val 0.5358 (rec 0.4717, kl 0.1282)
[VAE] Epoch 150 | train 0.5278 (rec 0.4621, kl 0.1314) | val 0.5373 (rec 0.4732, kl 0.1280)
[VAE] Epoch 151 | train 0.5286 (rec 0.4628, kl 0.1316) | val 0.5358 (rec 0.4725, kl 0.1266)
[VAE] Epoch 152 | train 0.5296 (rec 0.4637, kl 0.1316) | val 0.5386 (rec 0.4733, kl 0.1305)
[VAE] Epoch 153 | train 0.5280 (rec 0.4624, kl 0.1312) | val 0.5392 (rec 0.4753, kl 0.1277)
[VAE] Epoch 154 | train 0.5282 (rec 0.4626, kl 0.1312) | val 0.5391 (rec 0.4745, kl 0.1291)
[VAE] Epoch 155 | train 0.5282 (rec 0.4624, kl 0.1317) | val 0.5343 (rec 0.4699, kl 0.1288)
[VAE] Epoch 156 | train 0.5283 (rec 0.4624, kl 0.1317) | val 0.5354 (rec 0.4708, kl 0.1292)
[VAE] Epoch 157 | train 0.5311 (rec 0.4654, kl 0.1315) | val 0.5356 (rec 0.4720, kl 0.1272)
[VAE] Epoch 158 | train 0.5257 (rec 0.4600, kl 0.1315) | val 0.5336 (rec 0.4704, kl 0.1264)
[VAE] Epoch 159 | train 0.5267 (rec 0.4609, kl 0.1316) | val 0.5398 (rec 0.4754, kl 0.1289)
[VAE] Epoch 160 | train 0.5311 (rec 0.4652, kl 0.1319) | val 0.5385 (rec 0.4750, kl 0.1270)
[VAE] Epoch 161 | train 0.5302 (rec 0.4643, kl 0.1318) | val 0.5349 (rec 0.4718, kl 0.1262)
[VAE] Epoch 162 | train 0.5284 (rec 0.4624, kl 0.1320) | val 0.5365 (rec 0.4724, kl 0.1283)
[VAE] Epoch 163 | train 0.5281 (rec 0.4624, kl 0.1315) | val 0.5360 (rec 0.4717, kl 0.1287)
[VAE] Epoch 164 | train 0.5264 (rec 0.4608, kl 0.1313) | val 0.5360 (rec 0.4703, kl 0.1315)
[VAE] Epoch 165 | train 0.5283 (rec 0.4622, kl 0.1322) | val 0.5349 (rec 0.4696, kl 0.1305)
[VAE] Epoch 166 | train 0.5272 (rec 0.4614, kl 0.1317) | val 0.5350 (rec 0.4704, kl 0.1291)
[VAE] Epoch 167 | train 0.5265 (rec 0.4609, kl 0.1313) | val 0.5366 (rec 0.4727, kl 0.1278)
[VAE] Epoch 168 | train 0.5289 (rec 0.4629, kl 0.1320) | val 0.5351 (rec 0.4710, kl 0.1282)
[VAE] Epoch 169 | train 0.5280 (rec 0.4623, kl 0.1315) | val 0.5388 (rec 0.4738, kl 0.1300)
[VAE] Epoch 170 | train 0.5286 (rec 0.4630, kl 0.1311) | val 0.5348 (rec 0.4707, kl 0.1282)
[VAE] Epoch 171 | train 0.5264 (rec 0.4605, kl 0.1317) | val 0.5350 (rec 0.4703, kl 0.1293)
[VAE] Epoch 172 | train 0.5259 (rec 0.4597, kl 0.1323) | val 0.5368 (rec 0.4727, kl 0.1281)
[VAE] Epoch 173 | train 0.5288 (rec 0.4628, kl 0.1321) | val 0.5332 (rec 0.4686, kl 0.1291)
[VAE] Epoch 174 | train 0.5275 (rec 0.4617, kl 0.1317) | val 0.5339 (rec 0.4701, kl 0.1277)
[VAE] Epoch 175 | train 0.5255 (rec 0.4600, kl 0.1310) | val 0.5345 (rec 0.4708, kl 0.1275)
[VAE] Epoch 176 | train 0.5278 (rec 0.4619, kl 0.1316) | val 0.5342 (rec 0.4695, kl 0.1293)
[VAE] Epoch 177 | train 0.5250 (rec 0.4593, kl 0.1313) | val 0.5353 (rec 0.4710, kl 0.1287)
[VAE] Epoch 178 | train 0.5271 (rec 0.4613, kl 0.1317) | val 0.5352 (rec 0.4713, kl 0.1278)
[VAE] Epoch 179 | train 0.5255 (rec 0.4597, kl 0.1316) | val 0.5365 (rec 0.4721, kl 0.1288)
[VAE] Epoch 180 | train 0.5252 (rec 0.4595, kl 0.1314) | val 0.5339 (rec 0.4697, kl 0.1285)
[VAE] Epoch 181 | train 0.5248 (rec 0.4588, kl 0.1320) | val 0.5344 (rec 0.4697, kl 0.1294)
[VAE] Epoch 182 | train 0.5260 (rec 0.4604, kl 0.1313) | val 0.5338 (rec 0.4688, kl 0.1298)
[VAE] Epoch 183 | train 0.5262 (rec 0.4604, kl 0.1316) | val 0.5345 (rec 0.4697, kl 0.1296)
[VAE] Epoch 184 | train 0.5245 (rec 0.4589, kl 0.1313) | val 0.5388 (rec 0.4749, kl 0.1278)
[VAE] Epoch 185 | train 0.5274 (rec 0.4614, kl 0.1320) | val 0.5375 (rec 0.4720, kl 0.1309)
[VAE] Epoch 186 | train 0.5263 (rec 0.4603, kl 0.1319) | val 0.5329 (rec 0.4690, kl 0.1278)
[VAE] Epoch 187 | train 0.5256 (rec 0.4595, kl 0.1321) | val 0.5328 (rec 0.4694, kl 0.1269)
[VAE] Epoch 188 | train 0.5251 (rec 0.4594, kl 0.1313) | val 0.5346 (rec 0.4708, kl 0.1276)
[VAE] Epoch 189 | train 0.5253 (rec 0.4598, kl 0.1311) | val 0.5363 (rec 0.4720, kl 0.1284)
[VAE] Epoch 190 | train 0.5258 (rec 0.4597, kl 0.1322) | val 0.5353 (rec 0.4714, kl 0.1277)
[VAE] Epoch 191 | train 0.5252 (rec 0.4595, kl 0.1314) | val 0.5351 (rec 0.4711, kl 0.1280)
[VAE] Epoch 192 | train 0.5237 (rec 0.4578, kl 0.1319) | val 0.5336 (rec 0.4686, kl 0.1298)
[VAE] Epoch 193 | train 0.5246 (rec 0.4589, kl 0.1314) | val 0.5335 (rec 0.4691, kl 0.1289)
[VAE] Epoch 194 | train 0.5233 (rec 0.4575, kl 0.1316) | val 0.5348 (rec 0.4707, kl 0.1283)
[VAE] Epoch 195 | train 0.5256 (rec 0.4599, kl 0.1313) | val 0.5372 (rec 0.4726, kl 0.1293)
[VAE] Epoch 196 | train 0.5246 (rec 0.4586, kl 0.1319) | val 0.5347 (rec 0.4697, kl 0.1299)
[VAE] Epoch 197 | train 0.5259 (rec 0.4600, kl 0.1317) | val 0.5317 (rec 0.4672, kl 0.1290)
[VAE] Epoch 198 | train 0.5236 (rec 0.4578, kl 0.1315) | val 0.5352 (rec 0.4708, kl 0.1287)
[VAE] Epoch 199 | train 0.5252 (rec 0.4594, kl 0.1316) | val 0.5345 (rec 0.4700, kl 0.1290)
[VAE] Epoch 200 | train 0.5249 (rec 0.4588, kl 0.1322) | val 0.5357 (rec 0.4712, kl 0.1291)
[VAE] Test loss 0.5279 (rec 0.4640, kl 0.1279)
