Running on host: n-62-11-15
Thu Dec  4 19:14:35 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           On  |   00000000:D8:00.0 Off |                    0 |
| N/A   30C    P0             25W /  250W |       0MiB /  32768MiB |      0%   E. Process |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
Loading AnnData...
Data loaded.
Filtered zero-expression features: genes kept 45244/45263, isoforms kept 161990/162009
Data stats after scaling: mean -0.000, std 1.000
Using whole dataset: train 9941, val 6958, test 2983
Epoch 001 | train 0.7141 (rec 0.7006, kl 0.5386) | val 0.6317 (rec 0.6167, kl 0.5965) | beta 0.025
Epoch 012 | train 0.5640 (rec 0.5119, kl 0.1736) | val 0.5606 (rec 0.5107, kl 0.1664) | beta 0.300
Epoch 013 | train 0.5621 (rec 0.5085, kl 0.1648) | val 0.5653 (rec 0.5138, kl 0.1586) | beta 0.325
Epoch 014 | train 0.5648 (rec 0.5090, kl 0.1594) | val 0.5623 (rec 0.5109, kl 0.1467) | beta 0.350
Epoch 015 | train 0.5642 (rec 0.5066, kl 0.1534) | val 0.5636 (rec 0.5075, kl 0.1497) | beta 0.375
Epoch 016 | train 0.5648 (rec 0.5052, kl 0.1489) | val 0.5688 (rec 0.5139, kl 0.1372) | beta 0.400
Epoch 017 | train 0.5661 (rec 0.5044, kl 0.1451) | val 0.5651 (rec 0.5060, kl 0.1390) | beta 0.425
Epoch 018 | train 0.5696 (rec 0.5060, kl 0.1414) | val 0.5701 (rec 0.5084, kl 0.1371) | beta 0.450
Epoch 019 | train 0.5702 (rec 0.5054, kl 0.1365) | val 0.5713 (rec 0.5101, kl 0.1289) | beta 0.475
Epoch 020 | train 0.5730 (rec 0.5064, kl 0.1331) | val 0.5752 (rec 0.5096, kl 0.1312) | beta 0.500
Epoch 021 | train 0.5725 (rec 0.5056, kl 0.1338) | val 0.5726 (rec 0.5070, kl 0.1313) | beta 0.500
Epoch 022 | train 0.5684 (rec 0.5023, kl 0.1323) | val 0.5671 (rec 0.5024, kl 0.1296) | beta 0.500
Epoch 023 | train 0.5678 (rec 0.5017, kl 0.1324) | val 0.5716 (rec 0.5059, kl 0.1314) | beta 0.500
Epoch 024 | train 0.5680 (rec 0.5014, kl 0.1332) | val 0.5718 (rec 0.5044, kl 0.1346) | beta 0.500
Epoch 025 | train 0.5695 (rec 0.5030, kl 0.1330) | val 0.5684 (rec 0.5039, kl 0.1290) | beta 0.500
Epoch 026 | train 0.5702 (rec 0.5037, kl 0.1330) | val 0.5656 (rec 0.5006, kl 0.1299) | beta 0.500
Epoch 027 | train 0.5659 (rec 0.4996, kl 0.1327) | val 0.5732 (rec 0.5072, kl 0.1320) | beta 0.500
Epoch 028 | train 0.5647 (rec 0.4983, kl 0.1327) | val 0.5652 (rec 0.5006, kl 0.1291) | beta 0.500
Epoch 029 | train 0.5602 (rec 0.4943, kl 0.1318) | val 0.5655 (rec 0.5011, kl 0.1287) | beta 0.500
Epoch 030 | train 0.5620 (rec 0.4960, kl 0.1321) | val 0.5690 (rec 0.5051, kl 0.1277) | beta 0.500
Epoch 031 | train 0.5637 (rec 0.4975, kl 0.1323) | val 0.5638 (rec 0.4974, kl 0.1329) | beta 0.500
Epoch 032 | train 0.5605 (rec 0.4945, kl 0.1320) | val 0.5616 (rec 0.4967, kl 0.1297) | beta 0.500
Epoch 033 | train 0.5600 (rec 0.4940, kl 0.1320) | val 0.5642 (rec 0.4985, kl 0.1313) | beta 0.500
Epoch 034 | train 0.5593 (rec 0.4931, kl 0.1323) | val 0.5666 (rec 0.5003, kl 0.1326) | beta 0.500
Epoch 035 | train 0.5606 (rec 0.4943, kl 0.1327) | val 0.5624 (rec 0.4981, kl 0.1286) | beta 0.500
Epoch 036 | train 0.5591 (rec 0.4929, kl 0.1324) | val 0.5633 (rec 0.4991, kl 0.1284) | beta 0.500
Epoch 037 | train 0.5573 (rec 0.4914, kl 0.1318) | val 0.5607 (rec 0.4968, kl 0.1278) | beta 0.500
Epoch 038 | train 0.5557 (rec 0.4898, kl 0.1317) | val 0.5616 (rec 0.4996, kl 0.1240) | beta 0.500
Epoch 039 | train 0.5553 (rec 0.4896, kl 0.1314) | val 0.5587 (rec 0.4928, kl 0.1319) | beta 0.500
Epoch 040 | train 0.5554 (rec 0.4894, kl 0.1320) | val 0.5558 (rec 0.4907, kl 0.1301) | beta 0.500
Epoch 041 | train 0.5540 (rec 0.4879, kl 0.1323) | val 0.5586 (rec 0.4942, kl 0.1287) | beta 0.500
Epoch 042 | train 0.5557 (rec 0.4898, kl 0.1318) | val 0.5566 (rec 0.4920, kl 0.1292) | beta 0.500
Epoch 043 | train 0.5557 (rec 0.4893, kl 0.1328) | val 0.5559 (rec 0.4897, kl 0.1324) | beta 0.500
Epoch 044 | train 0.5542 (rec 0.4881, kl 0.1320) | val 0.5577 (rec 0.4925, kl 0.1304) | beta 0.500
Epoch 045 | train 0.5522 (rec 0.4861, kl 0.1321) | val 0.5565 (rec 0.4924, kl 0.1283) | beta 0.500
Epoch 046 | train 0.5515 (rec 0.4857, kl 0.1315) | val 0.5594 (rec 0.4944, kl 0.1299) | beta 0.500
Epoch 047 | train 0.5531 (rec 0.4872, kl 0.1318) | val 0.5566 (rec 0.4910, kl 0.1312) | beta 0.500
Epoch 048 | train 0.5547 (rec 0.4883, kl 0.1328) | val 0.5552 (rec 0.4909, kl 0.1286) | beta 0.500
Epoch 049 | train 0.5507 (rec 0.4847, kl 0.1320) | val 0.5538 (rec 0.4892, kl 0.1292) | beta 0.500
Epoch 050 | train 0.5500 (rec 0.4841, kl 0.1319) | val 0.5556 (rec 0.4903, kl 0.1306) | beta 0.500
Epoch 051 | train 0.5507 (rec 0.4847, kl 0.1320) | val 0.5576 (rec 0.4909, kl 0.1335) | beta 0.500
Epoch 052 | train 0.5501 (rec 0.4843, kl 0.1315) | val 0.5533 (rec 0.4899, kl 0.1268) | beta 0.500
Epoch 053 | train 0.5488 (rec 0.4831, kl 0.1314) | val 0.5524 (rec 0.4883, kl 0.1282) | beta 0.500
Epoch 054 | train 0.5498 (rec 0.4837, kl 0.1322) | val 0.5592 (rec 0.4963, kl 0.1258) | beta 0.500
Epoch 055 | train 0.5509 (rec 0.4851, kl 0.1316) | val 0.5856 (rec 0.5207, kl 0.1297) | beta 0.500
Epoch 056 | train 0.5527 (rec 0.4864, kl 0.1326) | val 0.5507 (rec 0.4879, kl 0.1256) | beta 0.500
Epoch 057 | train 0.5480 (rec 0.4821, kl 0.1318) | val 0.5541 (rec 0.4901, kl 0.1280) | beta 0.500
Epoch 058 | train 0.5468 (rec 0.4810, kl 0.1316) | val 0.5547 (rec 0.4891, kl 0.1311) | beta 0.500
Epoch 059 | train 0.5471 (rec 0.4812, kl 0.1318) | val 0.5481 (rec 0.4844, kl 0.1274) | beta 0.500
Epoch 060 | train 0.5455 (rec 0.4797, kl 0.1316) | val 0.5519 (rec 0.4874, kl 0.1289) | beta 0.500
Epoch 061 | train 0.5471 (rec 0.4814, kl 0.1316) | val 0.5553 (rec 0.4891, kl 0.1324) | beta 0.500
Epoch 062 | train 0.5451 (rec 0.4794, kl 0.1314) | val 0.5503 (rec 0.4864, kl 0.1278) | beta 0.500
Epoch 063 | train 0.5454 (rec 0.4797, kl 0.1315) | val 0.5520 (rec 0.4880, kl 0.1279) | beta 0.500
Epoch 064 | train 0.5455 (rec 0.4797, kl 0.1316) | val 0.5503 (rec 0.4848, kl 0.1311) | beta 0.500
Epoch 065 | train 0.5476 (rec 0.4815, kl 0.1321) | val 0.5513 (rec 0.4875, kl 0.1275) | beta 0.500
Epoch 066 | train 0.5489 (rec 0.4825, kl 0.1328) | val 0.5542 (rec 0.4893, kl 0.1299) | beta 0.500
Epoch 067 | train 0.5462 (rec 0.4805, kl 0.1314) | val 0.5505 (rec 0.4862, kl 0.1284) | beta 0.500
Epoch 068 | train 0.5437 (rec 0.4778, kl 0.1319) | val 0.5493 (rec 0.4853, kl 0.1281) | beta 0.500
Epoch 069 | train 0.5430 (rec 0.4770, kl 0.1321) | val 0.5557 (rec 0.4925, kl 0.1265) | beta 0.500
Epoch 070 | train 0.5455 (rec 0.4798, kl 0.1316) | val 0.5470 (rec 0.4824, kl 0.1291) | beta 0.500
Epoch 071 | train 0.5424 (rec 0.4765, kl 0.1317) | val 0.5502 (rec 0.4861, kl 0.1283) | beta 0.500
Epoch 072 | train 0.5417 (rec 0.4759, kl 0.1317) | val 0.5469 (rec 0.4819, kl 0.1299) | beta 0.500
Epoch 073 | train 0.5439 (rec 0.4779, kl 0.1319) | val 0.5492 (rec 0.4843, kl 0.1298) | beta 0.500
Epoch 074 | train 0.5432 (rec 0.4776, kl 0.1311) | val 0.5469 (rec 0.4837, kl 0.1263) | beta 0.500
Epoch 075 | train 0.5422 (rec 0.4763, kl 0.1319) | val 0.5457 (rec 0.4822, kl 0.1268) | beta 0.500
Epoch 076 | train 0.5421 (rec 0.4763, kl 0.1316) | val 0.5471 (rec 0.4818, kl 0.1307) | beta 0.500
Epoch 077 | train 0.5400 (rec 0.4747, kl 0.1307) | val 0.5454 (rec 0.4815, kl 0.1278) | beta 0.500
Epoch 078 | train 0.5407 (rec 0.4749, kl 0.1316) | val 0.5464 (rec 0.4821, kl 0.1286) | beta 0.500
Epoch 079 | train 0.5414 (rec 0.4754, kl 0.1320) | val 0.5478 (rec 0.4827, kl 0.1301) | beta 0.500
Epoch 080 | train 0.5409 (rec 0.4748, kl 0.1323) | val 0.5492 (rec 0.4844, kl 0.1295) | beta 0.500
Epoch 081 | train 0.5408 (rec 0.4751, kl 0.1313) | val 0.5508 (rec 0.4857, kl 0.1301) | beta 0.500
Epoch 082 | train 0.5431 (rec 0.4770, kl 0.1321) | val 0.5456 (rec 0.4809, kl 0.1295) | beta 0.500
Epoch 083 | train 0.5399 (rec 0.4740, kl 0.1317) | val 0.5452 (rec 0.4802, kl 0.1302) | beta 0.500
Epoch 084 | train 0.5401 (rec 0.4744, kl 0.1314) | val 0.5443 (rec 0.4810, kl 0.1266) | beta 0.500
Epoch 085 | train 0.5388 (rec 0.4733, kl 0.1310) | val 0.5447 (rec 0.4800, kl 0.1292) | beta 0.500
Epoch 086 | train 0.5386 (rec 0.4730, kl 0.1311) | val 0.5452 (rec 0.4812, kl 0.1279) | beta 0.500
Epoch 087 | train 0.5379 (rec 0.4723, kl 0.1314) | val 0.5442 (rec 0.4800, kl 0.1284) | beta 0.500
Epoch 088 | train 0.5386 (rec 0.4731, kl 0.1311) | val 0.5449 (rec 0.4801, kl 0.1296) | beta 0.500
Epoch 089 | train 0.5391 (rec 0.4735, kl 0.1312) | val 0.5451 (rec 0.4802, kl 0.1298) | beta 0.500
Epoch 090 | train 0.5387 (rec 0.4730, kl 0.1316) | val 0.5450 (rec 0.4807, kl 0.1287) | beta 0.500
Epoch 091 | train 0.5399 (rec 0.4741, kl 0.1317) | val 0.5428 (rec 0.4787, kl 0.1281) | beta 0.500
Epoch 092 | train 0.5393 (rec 0.4736, kl 0.1315) | val 0.5464 (rec 0.4821, kl 0.1286) | beta 0.500
Epoch 093 | train 0.5373 (rec 0.4716, kl 0.1315) | val 0.5418 (rec 0.4772, kl 0.1292) | beta 0.500
Epoch 094 | train 0.5390 (rec 0.4733, kl 0.1313) | val 0.5434 (rec 0.4782, kl 0.1303) | beta 0.500
Epoch 095 | train 0.5373 (rec 0.4716, kl 0.1313) | val 0.5458 (rec 0.4842, kl 0.1232) | beta 0.500
Epoch 096 | train 0.5395 (rec 0.4738, kl 0.1314) | val 0.5456 (rec 0.4815, kl 0.1281) | beta 0.500
Epoch 097 | train 0.5366 (rec 0.4710, kl 0.1312) | val 0.5424 (rec 0.4765, kl 0.1317) | beta 0.500
Epoch 098 | train 0.5376 (rec 0.4720, kl 0.1311) | val 0.5410 (rec 0.4772, kl 0.1276) | beta 0.500
Epoch 099 | train 0.5366 (rec 0.4708, kl 0.1316) | val 0.5433 (rec 0.4773, kl 0.1319) | beta 0.500
Epoch 100 | train 0.5370 (rec 0.4711, kl 0.1316) | val 0.5412 (rec 0.4768, kl 0.1288) | beta 0.500
Epoch 101 | train 0.5361 (rec 0.4705, kl 0.1313) | val 0.5429 (rec 0.4793, kl 0.1271) | beta 0.500
Epoch 102 | train 0.5364 (rec 0.4707, kl 0.1314) | val 0.5460 (rec 0.4809, kl 0.1302) | beta 0.500
Epoch 103 | train 0.5366 (rec 0.4708, kl 0.1316) | val 0.5448 (rec 0.4797, kl 0.1302) | beta 0.500
Epoch 104 | train 0.5360 (rec 0.4701, kl 0.1319) | val 0.5421 (rec 0.4770, kl 0.1302) | beta 0.500
Epoch 105 | train 0.5356 (rec 0.4698, kl 0.1317) | val 0.5418 (rec 0.4776, kl 0.1284) | beta 0.500
Epoch 106 | train 0.5361 (rec 0.4703, kl 0.1315) | val 0.5429 (rec 0.4786, kl 0.1285) | beta 0.500
Epoch 107 | train 0.5356 (rec 0.4701, kl 0.1308) | val 0.5397 (rec 0.4753, kl 0.1289) | beta 0.500
Epoch 108 | train 0.5343 (rec 0.4686, kl 0.1314) | val 0.5411 (rec 0.4774, kl 0.1274) | beta 0.500
Epoch 109 | train 0.5361 (rec 0.4703, kl 0.1316) | val 0.5429 (rec 0.4778, kl 0.1301) | beta 0.500
Epoch 110 | train 0.5342 (rec 0.4688, kl 0.1310) | val 0.5419 (rec 0.4775, kl 0.1289) | beta 0.500
Epoch 111 | train 0.5370 (rec 0.4714, kl 0.1311) | val 0.5489 (rec 0.4840, kl 0.1298) | beta 0.500
Epoch 112 | train 0.5340 (rec 0.4686, kl 0.1310) | val 0.5406 (rec 0.4765, kl 0.1283) | beta 0.500
Epoch 113 | train 0.5342 (rec 0.4684, kl 0.1316) | val 0.5404 (rec 0.4755, kl 0.1298) | beta 0.500
Epoch 114 | train 0.5339 (rec 0.4682, kl 0.1314) | val 0.5427 (rec 0.4787, kl 0.1280) | beta 0.500
Epoch 115 | train 0.5348 (rec 0.4690, kl 0.1317) | val 0.5405 (rec 0.4765, kl 0.1279) | beta 0.500
Epoch 116 | train 0.5345 (rec 0.4686, kl 0.1316) | val 0.5399 (rec 0.4762, kl 0.1275) | beta 0.500
Epoch 117 | train 0.5333 (rec 0.4675, kl 0.1315) | val 0.5416 (rec 0.4780, kl 0.1273) | beta 0.500
Epoch 118 | train 0.5328 (rec 0.4673, kl 0.1310) | val 0.5399 (rec 0.4762, kl 0.1274) | beta 0.500
Epoch 119 | train 0.5330 (rec 0.4675, kl 0.1312) | val 0.5408 (rec 0.4763, kl 0.1291) | beta 0.500
Epoch 120 | train 0.5337 (rec 0.4678, kl 0.1317) | val 0.5397 (rec 0.4762, kl 0.1271) | beta 0.500
Epoch 121 | train 0.5319 (rec 0.4662, kl 0.1316) | val 0.5394 (rec 0.4756, kl 0.1275) | beta 0.500
Epoch 122 | train 0.5326 (rec 0.4668, kl 0.1317) | val 0.5397 (rec 0.4753, kl 0.1289) | beta 0.500
Epoch 123 | train 0.5332 (rec 0.4674, kl 0.1316) | val 0.5412 (rec 0.4756, kl 0.1312) | beta 0.500
Epoch 124 | train 0.5326 (rec 0.4667, kl 0.1317) | val 0.5403 (rec 0.4747, kl 0.1313) | beta 0.500
Epoch 125 | train 0.5308 (rec 0.4654, kl 0.1307) | val 0.5434 (rec 0.4786, kl 0.1296) | beta 0.500
Epoch 126 | train 0.5329 (rec 0.4670, kl 0.1317) | val 0.5366 (rec 0.4731, kl 0.1270) | beta 0.500
Epoch 127 | train 0.5333 (rec 0.4675, kl 0.1316) | val 0.5427 (rec 0.4785, kl 0.1283) | beta 0.500
Epoch 128 | train 0.5360 (rec 0.4700, kl 0.1320) | val 0.5410 (rec 0.4765, kl 0.1291) | beta 0.500
Epoch 129 | train 0.5319 (rec 0.4661, kl 0.1317) | val 0.5367 (rec 0.4735, kl 0.1264) | beta 0.500
Epoch 130 | train 0.5306 (rec 0.4650, kl 0.1313) | val 0.5409 (rec 0.4765, kl 0.1288) | beta 0.500
Epoch 131 | train 0.5302 (rec 0.4648, kl 0.1308) | val 0.5417 (rec 0.4768, kl 0.1297) | beta 0.500
Epoch 132 | train 0.5309 (rec 0.4649, kl 0.1321) | val 0.5368 (rec 0.4727, kl 0.1280) | beta 0.500
Epoch 133 | train 0.5317 (rec 0.4656, kl 0.1321) | val 0.5373 (rec 0.4715, kl 0.1316) | beta 0.500
Epoch 134 | train 0.5303 (rec 0.4642, kl 0.1322) | val 0.5378 (rec 0.4728, kl 0.1299) | beta 0.500
Epoch 135 | train 0.5315 (rec 0.4656, kl 0.1319) | val 0.5391 (rec 0.4744, kl 0.1295) | beta 0.500
Epoch 136 | train 0.5298 (rec 0.4639, kl 0.1318) | val 0.5398 (rec 0.4754, kl 0.1287) | beta 0.500
Epoch 137 | train 0.5309 (rec 0.4649, kl 0.1320) | val 0.5397 (rec 0.4741, kl 0.1312) | beta 0.500
Epoch 138 | train 0.5308 (rec 0.4648, kl 0.1320) | val 0.5410 (rec 0.4777, kl 0.1268) | beta 0.500
Epoch 139 | train 0.5311 (rec 0.4651, kl 0.1320) | val 0.5397 (rec 0.4753, kl 0.1288) | beta 0.500
Epoch 140 | train 0.5311 (rec 0.4652, kl 0.1318) | val 0.5399 (rec 0.4749, kl 0.1300) | beta 0.500
Epoch 141 | train 0.5317 (rec 0.4657, kl 0.1319) | val 0.5393 (rec 0.4731, kl 0.1325) | beta 0.500
Epoch 142 | train 0.5306 (rec 0.4645, kl 0.1321) | val 0.5411 (rec 0.4760, kl 0.1302) | beta 0.500
Epoch 143 | train 0.5298 (rec 0.4639, kl 0.1317) | val 0.5357 (rec 0.4714, kl 0.1286) | beta 0.500
Epoch 144 | train 0.5278 (rec 0.4621, kl 0.1315) | val 0.5386 (rec 0.4741, kl 0.1292) | beta 0.500
Epoch 145 | train 0.5305 (rec 0.4646, kl 0.1318) | val 0.5381 (rec 0.4744, kl 0.1274) | beta 0.500
Epoch 146 | train 0.5304 (rec 0.4647, kl 0.1314) | val 0.5379 (rec 0.4733, kl 0.1292) | beta 0.500
Epoch 147 | train 0.5306 (rec 0.4647, kl 0.1318) | val 0.5405 (rec 0.4765, kl 0.1279) | beta 0.500
Epoch 148 | train 0.5316 (rec 0.4656, kl 0.1320) | val 0.5400 (rec 0.4754, kl 0.1292) | beta 0.500
Epoch 149 | train 0.5312 (rec 0.4653, kl 0.1318) | val 0.5386 (rec 0.4746, kl 0.1281) | beta 0.500
Epoch 150 | train 0.5280 (rec 0.4624, kl 0.1312) | val 0.5341 (rec 0.4696, kl 0.1289) | beta 0.500
Epoch 151 | train 0.5294 (rec 0.4635, kl 0.1316) | val 0.5371 (rec 0.4715, kl 0.1313) | beta 0.500
Epoch 152 | train 0.5285 (rec 0.4627, kl 0.1315) | val 0.5375 (rec 0.4731, kl 0.1290) | beta 0.500
Epoch 153 | train 0.5295 (rec 0.4634, kl 0.1320) | val 0.5363 (rec 0.4725, kl 0.1277) | beta 0.500
Epoch 154 | train 0.5291 (rec 0.4632, kl 0.1318) | val 0.5353 (rec 0.4703, kl 0.1300) | beta 0.500
Epoch 155 | train 0.5295 (rec 0.4635, kl 0.1319) | val 0.5381 (rec 0.4737, kl 0.1289) | beta 0.500
Epoch 156 | train 0.5278 (rec 0.4621, kl 0.1314) | val 0.5364 (rec 0.4718, kl 0.1292) | beta 0.500
Epoch 157 | train 0.5282 (rec 0.4624, kl 0.1317) | val 0.5357 (rec 0.4711, kl 0.1294) | beta 0.500
Epoch 158 | train 0.5280 (rec 0.4621, kl 0.1317) | val 0.5361 (rec 0.4716, kl 0.1289) | beta 0.500
Epoch 159 | train 0.5271 (rec 0.4615, kl 0.1312) | val 0.5362 (rec 0.4711, kl 0.1302) | beta 0.500
Epoch 160 | train 0.5292 (rec 0.4631, kl 0.1322) | val 0.5365 (rec 0.4724, kl 0.1281) | beta 0.500
Epoch 161 | train 0.5294 (rec 0.4629, kl 0.1331) | val 0.5352 (rec 0.4704, kl 0.1295) | beta 0.500
Epoch 162 | train 0.5270 (rec 0.4613, kl 0.1314) | val 0.5359 (rec 0.4709, kl 0.1300) | beta 0.500
Epoch 163 | train 0.5276 (rec 0.4616, kl 0.1321) | val 0.5354 (rec 0.4699, kl 0.1310) | beta 0.500
Epoch 164 | train 0.5270 (rec 0.4611, kl 0.1318) | val 0.5366 (rec 0.4723, kl 0.1286) | beta 0.500
Epoch 165 | train 0.5293 (rec 0.4630, kl 0.1325) | val 0.5379 (rec 0.4739, kl 0.1281) | beta 0.500
Epoch 166 | train 0.5305 (rec 0.4646, kl 0.1318) | val 0.5345 (rec 0.4706, kl 0.1278) | beta 0.500
Epoch 167 | train 0.5275 (rec 0.4615, kl 0.1320) | val 0.5371 (rec 0.4718, kl 0.1308) | beta 0.500
Epoch 168 | train 0.5269 (rec 0.4609, kl 0.1319) | val 0.5374 (rec 0.4724, kl 0.1299) | beta 0.500
Epoch 169 | train 0.5286 (rec 0.4624, kl 0.1323) | val 0.5341 (rec 0.4686, kl 0.1310) | beta 0.500
Epoch 170 | train 0.5257 (rec 0.4600, kl 0.1312) | val 0.5350 (rec 0.4703, kl 0.1294) | beta 0.500
Epoch 171 | train 0.5286 (rec 0.4626, kl 0.1320) | val 0.5373 (rec 0.4719, kl 0.1308) | beta 0.500
Epoch 172 | train 0.5276 (rec 0.4619, kl 0.1315) | val 0.5444 (rec 0.4795, kl 0.1297) | beta 0.500
Epoch 173 | train 0.5267 (rec 0.4610, kl 0.1314) | val 0.5364 (rec 0.4715, kl 0.1300) | beta 0.500
Epoch 174 | train 0.5258 (rec 0.4599, kl 0.1318) | val 0.5363 (rec 0.4720, kl 0.1287) | beta 0.500
Epoch 175 | train 0.5258 (rec 0.4600, kl 0.1318) | val 0.5339 (rec 0.4700, kl 0.1278) | beta 0.500
Epoch 176 | train 0.5261 (rec 0.4603, kl 0.1317) | val 0.5358 (rec 0.4714, kl 0.1288) | beta 0.500
Epoch 177 | train 0.5262 (rec 0.4603, kl 0.1318) | val 0.5371 (rec 0.4720, kl 0.1301) | beta 0.500
Epoch 178 | train 0.5265 (rec 0.4604, kl 0.1322) | val 0.5357 (rec 0.4713, kl 0.1288) | beta 0.500
Epoch 179 | train 0.5270 (rec 0.4611, kl 0.1319) | val 0.5370 (rec 0.4722, kl 0.1296) | beta 0.500
Epoch 180 | train 0.5288 (rec 0.4626, kl 0.1325) | val 0.5356 (rec 0.4720, kl 0.1272) | beta 0.500
Epoch 181 | train 0.5256 (rec 0.4599, kl 0.1313) | val 0.5393 (rec 0.4746, kl 0.1294) | beta 0.500
Epoch 182 | train 0.5255 (rec 0.4597, kl 0.1316) | val 0.5334 (rec 0.4692, kl 0.1283) | beta 0.500
Epoch 183 | train 0.5262 (rec 0.4605, kl 0.1315) | val 0.5338 (rec 0.4688, kl 0.1299) | beta 0.500
Epoch 184 | train 0.5276 (rec 0.4617, kl 0.1319) | val 0.5362 (rec 0.4711, kl 0.1301) | beta 0.500
Epoch 185 | train 0.5272 (rec 0.4612, kl 0.1320) | val 0.5368 (rec 0.4726, kl 0.1283) | beta 0.500
Epoch 186 | train 0.5255 (rec 0.4596, kl 0.1318) | val 0.5358 (rec 0.4711, kl 0.1293) | beta 0.500
Epoch 187 | train 0.5246 (rec 0.4586, kl 0.1321) | val 0.5335 (rec 0.4681, kl 0.1308) | beta 0.500
Epoch 188 | train 0.5252 (rec 0.4593, kl 0.1317) | val 0.5329 (rec 0.4681, kl 0.1296) | beta 0.500
Epoch 189 | train 0.5257 (rec 0.4596, kl 0.1321) | val 0.5340 (rec 0.4689, kl 0.1303) | beta 0.500
Epoch 190 | train 0.5252 (rec 0.4594, kl 0.1316) | val 0.5348 (rec 0.4711, kl 0.1273) | beta 0.500
Epoch 191 | train 0.5254 (rec 0.4595, kl 0.1319) | val 0.5346 (rec 0.4701, kl 0.1290) | beta 0.500
Epoch 192 | train 0.5244 (rec 0.4583, kl 0.1322) | val 0.5344 (rec 0.4695, kl 0.1298) | beta 0.500
Epoch 193 | train 0.5259 (rec 0.4598, kl 0.1322) | val 0.5340 (rec 0.4685, kl 0.1310) | beta 0.500
Epoch 194 | train 0.5233 (rec 0.4574, kl 0.1320) | val 0.5339 (rec 0.4709, kl 0.1261) | beta 0.500
Epoch 195 | train 0.5246 (rec 0.4588, kl 0.1316) | val 0.5329 (rec 0.4689, kl 0.1281) | beta 0.500
Epoch 196 | train 0.5248 (rec 0.4589, kl 0.1318) | val 0.5351 (rec 0.4708, kl 0.1287) | beta 0.500
