Running on host: n-62-11-13
Thu Dec  4 19:16:30 2025       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 580.105.08             Driver Version: 580.105.08     CUDA Version: 13.0     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  Tesla V100-PCIE-32GB           On  |   00000000:D8:00.0 Off |                    0 |
| N/A   31C    P0             26W /  250W |       0MiB /  32768MiB |      0%   E. Process |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+
torch version: 2.8.0+cu128
cuda available: True device count: 1
current device: 0 name: Tesla V100-PCIE-32GB
Loading AnnData files...
Data loaded.
Filtered zero-expression features: genes kept 45244/45263, isoforms kept 161990/162009
Using whole dataset: train 9941, val 6958, test 2983
Applying PCA with 512 components...
PCA complete: (9941, 512)
Explained variance: 0.7216 (72.16%)
Using PCA-transformed inputs: 512 components (explained variance 0.7216, 72.16%)
Epoch 001 | train 8.0318 | val 3.3459 | lr 2.00e-04
Epoch 129 | train 0.7328 | val 0.6453 | lr 2.00e-04
Epoch 130 | train 0.7319 | val 0.6467 | lr 2.00e-04
Epoch 131 | train 0.7305 | val 0.6449 | lr 2.00e-04
Epoch 132 | train 0.7331 | val 0.6464 | lr 2.00e-04
Epoch 133 | train 0.7304 | val 0.6465 | lr 2.00e-04
Epoch 134 | train 0.7304 | val 0.6498 | lr 2.00e-04
Epoch 135 | train 0.7303 | val 0.6477 | lr 2.00e-04
Epoch 136 | train 0.7283 | val 0.6443 | lr 2.00e-04
Epoch 137 | train 0.7298 | val 0.6414 | lr 2.00e-04
Epoch 138 | train 0.7283 | val 0.6463 | lr 2.00e-04
Epoch 139 | train 0.7324 | val 0.6477 | lr 2.00e-04
Epoch 140 | train 0.7298 | val 0.6461 | lr 2.00e-04
Epoch 141 | train 0.7307 | val 0.6459 | lr 2.00e-04
Epoch 142 | train 0.7309 | val 0.6455 | lr 2.00e-04
Epoch 143 | train 0.7271 | val 0.6409 | lr 2.00e-04
Epoch 144 | train 0.7287 | val 0.6448 | lr 2.00e-04
Epoch 145 | train 0.7291 | val 0.6486 | lr 2.00e-04
Epoch 146 | train 0.7290 | val 0.6401 | lr 2.00e-04
Epoch 147 | train 0.7283 | val 0.6530 | lr 2.00e-04
Epoch 148 | train 0.7308 | val 0.6508 | lr 2.00e-04
Epoch 149 | train 0.7289 | val 0.6401 | lr 2.00e-04
Epoch 150 | train 0.7281 | val 0.6458 | lr 2.00e-04
Epoch 151 | train 0.7284 | val 0.6393 | lr 2.00e-04
Epoch 152 | train 0.7261 | val 0.6393 | lr 2.00e-04
Epoch 153 | train 0.7265 | val 0.6417 | lr 2.00e-04
Epoch 154 | train 0.7265 | val 0.6483 | lr 2.00e-04
Epoch 155 | train 0.7254 | val 0.6365 | lr 2.00e-04
Epoch 156 | train 0.7276 | val 0.6419 | lr 2.00e-04
Epoch 157 | train 0.7275 | val 0.6429 | lr 2.00e-04
Epoch 158 | train 0.7276 | val 0.6394 | lr 2.00e-04
Epoch 159 | train 0.7263 | val 0.6423 | lr 2.00e-04
Epoch 160 | train 0.7265 | val 0.6355 | lr 2.00e-04
Epoch 161 | train 0.7263 | val 0.6390 | lr 2.00e-04
Epoch 162 | train 0.7249 | val 0.6360 | lr 2.00e-04
Epoch 163 | train 0.7255 | val 0.6394 | lr 2.00e-04
Epoch 164 | train 0.7266 | val 0.6373 | lr 2.00e-04
Epoch 165 | train 0.7257 | val 0.6349 | lr 2.00e-04
Epoch 166 | train 0.7250 | val 0.6389 | lr 2.00e-04
Epoch 167 | train 0.7256 | val 0.6408 | lr 2.00e-04
Epoch 168 | train 0.7252 | val 0.6424 | lr 2.00e-04
Epoch 169 | train 0.7264 | val 0.6386 | lr 2.00e-04
Epoch 170 | train 0.7257 | val 0.6340 | lr 2.00e-04
Epoch 171 | train 0.7256 | val 0.6397 | lr 2.00e-04
Epoch 172 | train 0.7264 | val 0.6416 | lr 2.00e-04
Epoch 173 | train 0.7243 | val 0.6368 | lr 2.00e-04
Epoch 174 | train 0.7234 | val 0.6386 | lr 2.00e-04
Epoch 175 | train 0.7244 | val 0.6368 | lr 2.00e-04
Epoch 176 | train 0.7249 | val 0.6403 | lr 2.00e-04
Epoch 177 | train 0.7228 | val 0.6433 | lr 2.00e-04
Epoch 178 | train 0.7233 | val 0.6334 | lr 2.00e-04
Epoch 179 | train 0.7237 | val 0.6417 | lr 2.00e-04
Epoch 180 | train 0.7241 | val 0.6417 | lr 2.00e-04
Epoch 181 | train 0.7264 | val 0.6385 | lr 2.00e-04
Epoch 182 | train 0.7241 | val 0.6362 | lr 2.00e-04
Epoch 183 | train 0.7228 | val 0.6352 | lr 2.00e-04
Epoch 184 | train 0.7217 | val 0.6395 | lr 2.00e-04
Epoch 185 | train 0.7231 | val 0.6373 | lr 2.00e-04
Epoch 186 | train 0.7241 | val 0.6321 | lr 2.00e-04
Epoch 187 | train 0.7222 | val 0.6396 | lr 2.00e-04
Epoch 188 | train 0.7225 | val 0.6336 | lr 2.00e-04
Epoch 189 | train 0.7208 | val 0.6375 | lr 2.00e-04
Epoch 190 | train 0.7232 | val 0.6321 | lr 2.00e-04
Epoch 191 | train 0.7219 | val 0.6345 | lr 2.00e-04
Epoch 192 | train 0.7223 | val 0.6336 | lr 2.00e-04
Epoch 193 | train 0.7205 | val 0.6322 | lr 2.00e-04
Epoch 194 | train 0.7225 | val 0.6334 | lr 2.00e-04
Epoch 195 | train 0.7213 | val 0.6327 | lr 2.00e-04
Epoch 196 | train 0.7221 | val 0.6325 | lr 2.00e-04
Epoch 197 | train 0.7233 | val 0.6305 | lr 2.00e-04
Epoch 198 | train 0.7232 | val 0.6328 | lr 2.00e-04
Epoch 199 | train 0.7200 | val 0.6312 | lr 2.00e-04
Epoch 200 | train 0.7204 | val 0.6330 | lr 2.00e-04
Epoch 201 | train 0.7205 | val 0.6316 | lr 2.00e-04
Epoch 202 | train 0.7227 | val 0.6313 | lr 2.00e-04
Epoch 203 | train 0.7219 | val 0.6330 | lr 2.00e-04
Epoch 204 | train 0.7214 | val 0.6357 | lr 2.00e-04
Epoch 205 | train 0.7220 | val 0.6370 | lr 2.00e-04
Epoch 206 | train 0.7206 | val 0.6299 | lr 2.00e-04
Epoch 207 | train 0.7226 | val 0.6281 | lr 2.00e-04
Epoch 208 | train 0.7202 | val 0.6300 | lr 2.00e-04
Epoch 209 | train 0.7190 | val 0.6315 | lr 2.00e-04
Epoch 210 | train 0.7198 | val 0.6349 | lr 2.00e-04
Epoch 211 | train 0.7193 | val 0.6308 | lr 2.00e-04
Epoch 212 | train 0.7206 | val 0.6342 | lr 2.00e-04
Epoch 213 | train 0.7212 | val 0.6326 | lr 2.00e-04
Epoch 214 | train 0.7202 | val 0.6238 | lr 2.00e-04
Epoch 215 | train 0.7207 | val 0.6324 | lr 2.00e-04
Epoch 216 | train 0.7202 | val 0.6302 | lr 2.00e-04
Epoch 217 | train 0.7213 | val 0.6305 | lr 2.00e-04
Epoch 218 | train 0.7208 | val 0.6270 | lr 2.00e-04
Epoch 219 | train 0.7208 | val 0.6340 | lr 2.00e-04
Epoch 220 | train 0.7190 | val 0.6280 | lr 2.00e-04
Epoch 221 | train 0.7179 | val 0.6264 | lr 2.00e-04
Epoch 222 | train 0.7177 | val 0.6347 | lr 2.00e-04
Epoch 223 | train 0.7187 | val 0.6284 | lr 2.00e-04
Epoch 224 | train 0.7196 | val 0.6298 | lr 2.00e-04
Epoch 225 | train 0.7193 | val 0.6292 | lr 2.00e-04
Epoch 226 | train 0.7197 | val 0.6309 | lr 2.00e-04
Epoch 227 | train 0.7164 | val 0.6286 | lr 2.00e-04
Epoch 228 | train 0.7204 | val 0.6331 | lr 2.00e-04
Epoch 229 | train 0.7190 | val 0.6309 | lr 2.00e-04
Epoch 230 | train 0.7177 | val 0.6251 | lr 2.00e-04
Epoch 231 | train 0.7194 | val 0.6361 | lr 2.00e-04
Epoch 232 | train 0.7194 | val 0.6284 | lr 2.00e-04
Epoch 233 | train 0.7169 | val 0.6279 | lr 2.00e-04
Epoch 234 | train 0.7185 | val 0.6280 | lr 2.00e-04
No val improvement for 20 epochs, stopping early at epoch 234.
Train | log-space MSE: 0.5977
Val | log-space MSE: 0.6238
Test | log-space MSE: 0.6227
Isoform correlation: mean Pearson 0.5784 over 161990/161990 isoforms
Saved isoform correlation boxplot to isoform_model_mlp_pca/isoform_correlation_boxplot_fcnn.png
Scatter correlation log1p (n=50000): 0.8301
Saved log-scale scatter to isoform_model_mlp_pca/pred_vs_true_scatter_log.png
Per-gene isoform rank correlation (Spearman over observations): mean of means 0.7699 | median of means 0.7904 over 899 genes
Saved per-gene mean rank correlation boxplot to isoform_model_mlp_pca/gene_rank_corr_mean_boxplot.png
Per-gene isoform rank correlation (Spearman over observations): mean of medians 0.8148 | median of medians 0.8287 over 899 genes
Saved per-gene median rank correlation boxplot to isoform_model_mlp_pca/gene_rank_corr_median_boxplot.png

